Project_Name,Transacted_Price,Unit_Price,Sale_Date
35 GILSTEAD,1236000,2610,1 Mar 2022
ONE AKYAB,2400000,1312,1 Mar 2022
PULLMAN RESIDENCES NEWTON,2079000,3115,1 Mar 2022
L'VIV,1295000,2111,1 Mar 2022
THE SPINNAKER,2230000,1756,1 Mar 2022
SHELFORD SUITES,2400000,1858,1 Mar 2022
SOLEIL @ SINARAN,3408000,1979,1 Mar 2022
NEWTON 18,1870000,2020,1 Mar 2022
FYVE DERBYSHIRE,1692650,2578,1 Mar 2022
MONARCHY APARTMENTS,1500000,1290,1 Mar 2022
26 NEWTON,1765736,2278,1 Mar 2022
ROCHELLE AT NEWTON,2540000,1686,1 Mar 2022
PARK INFINIA AT WEE NAM,2250000,2518,1 Mar 2022
PULLMAN RESIDENCES NEWTON,3298680,2838,1 Mar 2022
MANDALAY TOWERS,3200000,1276,1 Mar 2022
35 GILSTEAD,1237000,2554,1 Mar 2022
ROCHELLE AT NEWTON,3400000,1826,1 Mar 2022
STRATA,975000,1927,1 Feb 2022
35 GILSTEAD,1783000,2548,1 Feb 2022
SOLEIL @ SINARAN,1850000,1976,1 Feb 2022
NINETEEN SHELFORD ROAD,1160000,1658,1 Feb 2022
8 BASSEIN,800000,1858,1 Feb 2022
NINETEEN SHELFORD ROAD,2450000,1528,1 Feb 2022
SOLEIL @ SINARAN,2061888,1440,1 Feb 2022
LA SUISSE,2268000,1351,1 Feb 2022
10 SHELFORD,815000,1893,1 Feb 2022
SOLEIL @ SINARAN,2210000,2013,1 Feb 2022
MULBERRY TREE,808000,1831,1 Feb 2022
THE LINCOLN RESIDENCES,2700000,2108,1 Feb 2022
CUBE 8,983888,1758,1 Feb 2022
NOVENA SUITES,1160000,1738,1 Feb 2022
FYVE DERBYSHIRE,1670000,2543,1 Feb 2022
10 SHELFORD,800000,1770,1 Feb 2022
CUBE 8,1430888,1602,1 Feb 2022
368 THOMSON,1615000,1852,1 Feb 2022
SHELFORD SUITES,2500000,1733,1 Feb 2022
35 GILSTEAD,2397000,2589,1 Feb 2022
PULLMAN RESIDENCES NEWTON,1947296,2918,1 Feb 2022
NOVENA LODGE,1268888,1734,1 Feb 2022
PULLMAN RESIDENCES NEWTON,1870912,2803,1 Feb 2022
THE TREVOSE,1460000,1443,1 Feb 2022
ROCHELLE AT NEWTON,1830000,1809,1 Feb 2022
NOVELIS,1520000,1883,1 Feb 2022
LUCIDA,1670000,1567,1 Feb 2022
35 GILSTEAD,1271000,2624,1 Feb 2022
D'EVELYN,1768000,1626,1 Feb 2022
SHELFORD 23,2750000,1558,1 Feb 2022
HILLCREST ARCADIA,2280000,1157,1 Feb 2022
SOLEIL @ SINARAN,1738000,1814,1 Feb 2022
PEAK RESIDENCE,1260000,2341,1 Feb 2022
PEAK RESIDENCE,1347500,2555,1 Feb 2022
35 GILSTEAD,1450000,2641,1 Jan 2022
PULLMAN RESIDENCES NEWTON,1380864,2983,1 Jan 2022
ROCHELLE AT NEWTON,1802000,1781,1 Jan 2022
SHELFORD SUITES,2300000,1781,1 Jan 2022
MANDALAY MANSION,2450000,1173,1 Jan 2022
SOLEIL @ SINARAN,3088888,2110,1 Jan 2022
PAVILION 11,2628000,1769,1 Jan 2022
PEAK RESIDENCE,1300000,2465,1 Jan 2022
THOMSON EURO-ASIA,2750000,2129,1 Jan 2022
NINETEEN SHELFORD ROAD,1630000,1761,1 Jan 2022
WATTEN HILL,4038000,1537,1 Jan 2022
SHELFORD REGENCY,1960000,1702,1 Jan 2022
SOLEIL @ SINARAN,2800000,1885,1 Jan 2022
SUITES @ SURREY,1730000,1869,1 Jan 2022
1 MOULMEIN RISE,2420000,1938,1 Jan 2022
PULLMAN RESIDENCES NEWTON,1960000,2937,1 Jan 2022
NOVENA COURT,1150000,1484,1 Jan 2022
BUCKLEY CLASSIQUE,2800000,1986,1 Jan 2022
THOMSON 800,2770000,1704,1 Jan 2022
NEWTON 18,1210000,1972,1 Jan 2022
AMARYLLIS VILLE,1750000,1787,1 Jan 2022
35 GILSTEAD,2627000,2465,1 Jan 2022
THE ARMADALE,1150000,1696,1 Jan 2022
PULLMAN RESIDENCES NEWTON,3488000,2723,1 Jan 2022
DUNEARN 386,1648000,2552,1 Jan 2022
PULLMAN RESIDENCES NEWTON,4143000,3234,1 Jan 2022
PARK INFINIA AT WEE NAM,3155000,2187,1 Jan 2022
THE TREVOSE,1950000,1394,1 Jan 2022
MIRO,2002000,1464,1 Jan 2022
SHELFORD SUITES,1708000,1912,1 Jan 2022
THOMSON 800,2680000,1649,1 Jan 2022
PEAK RESIDENCE,1906700,2300,1 Jan 2022
THOMSON 800,2588000,1484,1 Dec 2021
AMARYLLIS VILLE,2215000,1759,1 Dec 2021
368 THOMSON,1100000,1597,1 Dec 2021
LUCIDA,1080000,1730,1 Dec 2021
THE SPINNAKER,3550000,1556,1 Dec 2021
THE ARCADIA,3780000,989,1 Dec 2021
MANDALE HEIGHTS,2980000,1193,1 Dec 2021
STRATA,2610000,1595,1 Dec 2021
THE GLYNDEBOURNE,3180000,2052,1 Dec 2021
SOLEIL @ SINARAN,2868000,1959,1 Dec 2021
WATTEN HILL,1640000,1571,1 Dec 2021
RESIDENTIAL APARTMENTS,1860000,1615,1 Dec 2021
AMARYLLIS VILLE,1200000,1828,1 Dec 2021
VIVA,4500000,2260,1 Dec 2021
PULLMAN RESIDENCES NEWTON,2057000,3082,1 Dec 2021
THE GLYNDEBOURNE,3245000,2200,1 Dec 2021
MONTEBLEU,1390000,1722,1 Dec 2021
GILSTEAD COURT,2580000,1858,1 Dec 2021
10 EVELYN,1283000,2591,1 Dec 2021
ROSEVALE,2400000,1828,1 Dec 2021
PULLMAN RESIDENCES NEWTON,1899000,2846,1 Dec 2021
LINCOLN SUITES,3550000,1975,1 Dec 2021
PULLMAN RESIDENCES NEWTON,1930000,2892,1 Dec 2021
IRIDIUM,1915000,1779,1 Dec 2021
THOMSON EURO-ASIA,2800000,2168,1 Dec 2021
L'VIV,1390000,2117,1 Dec 2021
26 NEWTON,1020000,2154,1 Dec 2021
26 NEWTON,1771813,2286,1 Dec 2021
THOMSON 800,2500000,1518,1 Dec 2021
RESIDENCES @ EVELYN,2218000,2001,1 Dec 2021
HILLCREST ARCADIA,2700000,984,1 Dec 2021
SHELFORD REGENCY,1960000,1702,1 Dec 2021
NOVENA HILL,1148000,1616,1 Dec 2021
SKY@ELEVEN,5300000,1954,1 Dec 2021
THE ARCADIA,4250000,1112,1 Dec 2021
PULLMAN RESIDENCES NEWTON,4055000,2943,1 Dec 2021
PARK INFINIA AT WEE NAM,3200000,2219,1 Dec 2021
LUCIDA,1788000,1629,1 Dec 2021
368 THOMSON,1130000,1640,1 Dec 2021
ORCHID APARTMENTS,2300000,1696,1 Dec 2021
6 DERBYSHIRE,2428000,2148,1 Dec 2021
MONTEBLEU,2550000,1601,1 Dec 2021
THE LINCOLN MODERN,1920000,1593,1 Dec 2021
PAVILION 11,1660000,1733,1 Dec 2021
PULLMAN RESIDENCES NEWTON,3350000,2882,1 Dec 2021
PULLMAN RESIDENCES NEWTON,2330000,3491,1 Dec 2021
HILLCREST ARCADIA,2170000,1193,1 Dec 2021
AMARYLLIS VILLE,2150000,1737,1 Dec 2021
SOLEIL @ SINARAN,1908000,1738,1 Dec 2021
ADAM PARK CONDOMINIUM,2160000,1209,1 Dec 2021
RESIDENCES @ EVELYN,2200000,2129,1 Dec 2021
SHELFORD 23,2100000,1758,1 Dec 2021
HILLS APARTMENT,6300000,1732,1 Dec 2021
ADAM PARK CONDOMINIUM,2570000,1100,1 Dec 2021
SHELFORD SUITES,3850000,936,1 Nov 2021
PARK INFINIA AT WEE NAM,3625000,2173,1 Nov 2021
LINCOLN SUITES,3460000,2217,1 Nov 2021
THE LINC,2600000,2013,1 Nov 2021
THE GLYNDEBOURNE,4580000,2338,1 Nov 2021
MORIMASA GARDENS,3700000,1669,1 Nov 2021
26 NEWTON,1780000,2297,1 Nov 2021
STRATA,970000,1917,1 Nov 2021
SHELFORD SUITES,2050000,1587,1 Nov 2021
PULLMAN RESIDENCES NEWTON,3288000,2828,1 Nov 2021
PEAK RESIDENCE,1370000,2546,1 Nov 2021
M21,2320000,1724,1 Nov 2021
MANDALAY MANSION,2400000,1149,1 Nov 2021
26 NEWTON,2520000,1829,1 Nov 2021
THE LINCOLN MODERN,2300000,1669,1 Nov 2021
VIVA,3470000,2286,1 Nov 2021
26 NEWTON,1870106,2413,1 Nov 2021
MONTEBLEU,1380000,1709,1 Nov 2021
KELLETT COURT,1650000,1597,1 Nov 2021
MIRO,3100000,1600,1 Nov 2021
THE LINCOLN MODERN,2250000,1633,1 Nov 2021
NEWTON 18,1560000,1932,1 Nov 2021
26 NEWTON,1838800,2373,1 Nov 2021
NEWTON SUITES,2780000,2246,1 Nov 2021
SHELFORD REGENCY,2030000,1387,1 Nov 2021
THE LINCOLN RESIDENCES,3700000,1964,1 Nov 2021
ROCHELLE AT NEWTON,2938000,1685,1 Nov 2021
PULLMAN RESIDENCES NEWTON,1391000,3005,1 Nov 2021
PULLMAN RESIDENCES NEWTON,1960000,2937,1 Nov 2021
ORCHID APARTMENTS,2012000,1483,1 Nov 2021
MANDALE HEIGHTS,1160000,1518,1 Nov 2021
TREVOSE PARK,3468000,1810,1 Nov 2021
DERBYSHIRE HEIGHTS,2200000,1460,1 Nov 2021
PULLMAN RESIDENCES NEWTON,1896000,2841,1 Nov 2021
SOLEIL @ SINARAN,1165000,2004,1 Nov 2021
SHELFORD 23,1550000,1870,1 Nov 2021
ADRIA,2720000,1929,1 Nov 2021
ROCHELLE AT NEWTON,2300000,1696,1 Nov 2021
WATTEN HILL,4000000,1498,1 Nov 2021
IRIDIUM,1910000,1774,1 Nov 2021
ZEDGE,1600000,1749,1 Nov 2021
NOVELIS,945000,1792,1 Nov 2021
SOLEIL @ SINARAN,1038000,1786,1 Nov 2021
368 THOMSON,3080000,1788,1 Nov 2021
ADAM PARK CONDOMINIUM,2680000,1147,1 Nov 2021
THOMSON 800,2300000,1644,1 Nov 2021
L'VIV,2170000,2168,1 Nov 2021
MONTEBLEU,3255000,1239,1 Nov 2021
PULLMAN RESIDENCES NEWTON,1381000,2984,1 Oct 2021
PEAK RESIDENCE,1948200,2351,1 Oct 2021
MEDGE,1228000,1521,1 Oct 2021
SUFFOLK PREMIER,1820000,1691,1 Oct 2021
SKY@ELEVEN,4950000,1825,1 Oct 2021
LINCOLN SUITES,3425000,2121,1 Oct 2021
IRIDIUM,1260000,1649,1 Oct 2021
THE ARCADIA,3580000,940,1 Oct 2021
NOVENA COURT,1120000,1445,1 Oct 2021
10 SHELFORD,850000,1836,1 Oct 2021
WATTEN ESTATE CONDOMINIUM,550800000,2652,1 Oct 2021
10 EVELYN,3226000,2270,1 Oct 2021
35 GILSTEAD,1741000,2488,1 Oct 2021
CUBE 8,885000,1581,1 Oct 2021
PAVILION 11,2833000,1907,1 Oct 2021
THE ARCADIA,3550000,956,1 Oct 2021
PULLMAN RESIDENCES NEWTON,1948000,2919,1 Oct 2021
NEWTON 21,4380000,1428,1 Oct 2021
D'CHATEAU @ SHELFORD,3400000,1187,1 Oct 2021
MIRO,1900000,1435,1 Oct 2021
MIRO,2000000,1486,1 Oct 2021
THREE BUCKLEY,3600000,1520,1 Oct 2021
368 THOMSON,1112000,1614,1 Oct 2021
DUNEARN 386,1522000,2357,1 Oct 2021
MONTEBLEU,2460000,1668,1 Oct 2021
THOMSON 800,2330000,1628,1 Oct 2021
NEU AT NOVENA,3098760,2379,1 Oct 2021
26 NEWTON,1688995,2179,1 Oct 2021
THE SHELFORD,3220000,2021,1 Oct 2021
PULLMAN RESIDENCES NEWTON,3254000,2799,1 Oct 2021
AMANINDA,1815000,1492,1 Oct 2021
35 GILSTEAD,1239000,2616,1 Oct 2021
EVELYN MANSIONS,1520000,1908,1 Oct 2021
AMARYLLIS VILLE,1690000,1764,1 Oct 2021
SKY@ELEVEN,4630000,1707,1 Oct 2021
6 DERBYSHIRE,2190000,2164,1 Oct 2021
RESIDENCES @ EVELYN,4775000,2123,1 Oct 2021
THE ARCADIA,4500000,968,1 Oct 2021
THOMSON EURO-ASIA,2288000,2024,1 Oct 2021
HILLCREST ARCADIA,1120000,1020,1 Oct 2021
MONTEBLEU,2650000,1510,1 Oct 2021
THREE BUCKLEY,3428000,1531,1 Oct 2021
SHELFORD REGENCY,1680000,1577,1 Oct 2021
ONE AKYAB,2308888,1262,1 Oct 2021
AMANINDA,1048000,1545,1 Oct 2021
THE AXIS,1100000,1460,1 Oct 2021
TRILIGHT,2510000,2159,1 Oct 2021
THOMSON EURO-ASIA,2350000,2079,1 Oct 2021
ROCHELLE AT NEWTON,2238000,1650,1 Oct 2021
PEAK RESIDENCE,1942500,2344,1 Oct 2021
RESIDENCES @ EVELYN,2400000,2103,1 Oct 2021
THE ARCADIA,4100000,1085,1 Oct 2021
NEU AT NOVENA,3098760,2379,1 Oct 2021
ENG AUN MANSION,1200000,1376,1 Oct 2021
TREVOSE PARK,2950000,1735,1 Oct 2021
AMARYLLIS VILLE,2900000,1716,1 Sep 2021
SHELFORD REGENCY,1888000,1639,1 Sep 2021
MANDALE HEIGHTS,1300000,1589,1 Sep 2021
PULLMAN RESIDENCES NEWTON,3270000,2813,1 Sep 2021
35 GILSTEAD,1420000,2537,1 Sep 2021
MONTEBLEU,2600000,1632,1 Sep 2021
ROCHELLE AT NEWTON,1780000,1759,1 Sep 2021
TREVOSE PARK,3150000,1852,1 Sep 2021
SKY@ELEVEN,4800000,1702,1 Sep 2021
NEWTON 18,1920000,1784,1 Sep 2021
THREE BUCKLEY,3398800,1540,1 Sep 2021
DUNEARN LODGE,1225000,1265,1 Sep 2021
26 NEWTON,1815000,2342,1 Sep 2021
ADAM PARK CONDOMINIUM,1970000,1564,1 Sep 2021
AMARYLLIS VILLE,1635000,1707,1 Sep 2021
LINCOLN SUITES,7768636,1388,1 Sep 2021
LINCOLN SUITES,3450000,2137,1 Sep 2021
THE ARCADIA,3980000,1042,1 Sep 2021
THREE BUCKLEY,3550000,1499,1 Sep 2021
ORCHID APARTMENTS,2300000,1696,1 Sep 2021
HILLCREST ARCADIA,1538000,1082,1 Sep 2021
LA SUISSE,5180000,1266,1 Sep 2021
SOLEIL @ SINARAN,3450000,2003,1 Sep 2021
THOMSON 800,2120000,1576,1 Sep 2021
26 NEWTON,1750000,2058,1 Sep 2021
PULLMAN RESIDENCES NEWTON,1941000,2908,1 Sep 2021
L'VIV,1250000,2037,1 Sep 2021
DUNEARN 386,1525000,2285,1 Sep 2021
TRILIGHT,2460000,2116,1 Sep 2021
LINCOLN SUITES,3880000,2108,1 Sep 2021
368 THOMSON,1450000,1643,1 Sep 2021
SKY@ELEVEN,4000000,2161,1 Sep 2021
AMARYLLIS VILLE,1650000,1722,1 Sep 2021
10 SHELFORD,920000,1125,1 Sep 2021
35 GILSTEAD,2280000,2615,1 Sep 2021
PULLMAN RESIDENCES NEWTON,1970000,2952,1 Sep 2021
26 NEWTON,1838000,2372,1 Sep 2021
MINBU VILLA,2800000,1199,1 Sep 2021
GLOUCESTER MANSIONS,1200000,1828,1 Sep 2021
26 NEWTON,1779336,2296,1 Sep 2021
TRILIGHT,4300000,2038,1 Sep 2021
THE GLYNDEBOURNE,4300000,2159,1 Sep 2021
DUNEARN 386,2113000,2309,1 Sep 2021
GREENDALE COURT,2500000,1335,1 Sep 2021
SHELFORD VIEW,4100000,1524,1 Sep 2021
CONDOMINIUM DEVELOPMENT,1060000,1669,1 Sep 2021
35 GILSTEAD,1299000,2682,1 Sep 2021
GLOUCESTER MANSIONS,1163888,1773,1 Sep 2021
PEAK RESIDENCE,2700000,2484,1 Sep 2021
RESIDENCES @ EVELYN,4600000,2045,1 Sep 2021
L'VIV,2020000,2040,1 Sep 2021
TRILIGHT,4000000,1906,1 Sep 2021
CUBE 8,2150000,1611,1 Sep 2021
DUNEARN 386,1528000,2366,1 Sep 2021
HILLCREST ARCADIA,3050000,1254,1 Sep 2021
KHEAM HOCK GARDENS,2600000,1473,1 Sep 2021
10 SHELFORD,815000,1893,1 Sep 2021
THE SPRINGS,2300000,1682,1 Sep 2021
BIRMINGHAM MANSIONS,1850000,1736,1 Sep 2021
SKY@ELEVEN,4088000,1800,1 Sep 2021
THE SHELFORD,2290000,2216,1 Sep 2021
PARK INFINIA AT WEE NAM,3088000,2141,1 Sep 2021
GILSTEAD TWO,1555000,2006,1 Sep 2021
CHANCERY PARK,2950000,1757,1 Sep 2021
RESIDENCES @ EVELYN,2150000,1884,1 Sep 2021
PULLMAN RESIDENCES NEWTON,4005000,2907,1 Sep 2021
M21,2310000,1717,1 Sep 2021
ADAM PARK CONDOMINIUM,3300000,1207,1 Sep 2021
MONTEBLEU,1510000,1776,1 Sep 2021
THE LINCOLN MODERN,1750000,1578,1 Sep 2021
AMARYLLIS VILLE,1680000,1715,1 Sep 2021
NEU AT NOVENA,3228960,2479,1 Sep 2021
THE GLYNDEBOURNE,3100000,2102,1 Sep 2021
PARK INFINIA AT WEE NAM,2550000,2256,1 Sep 2021
NEU AT NOVENA,3098760,2379,1 Sep 2021
26 NEWTON,1870000,2413,1 Aug 2021
6 DERBYSHIRE,1100000,2129,1 Aug 2021
ORCHID APARTMENTS,2110000,1556,1 Aug 2021
PARK INFINIA AT WEE NAM,1925000,2155,1 Aug 2021
BUCKLEY CLASSIQUE,2850000,2021,1 Aug 2021
ENG AUN MANSION,1300000,1299,1 Aug 2021
NEWTON 18,3430000,1562,1 Aug 2021
M21,2288200,1701,1 Aug 2021
THE GLYNDEBOURNE,3180000,2156,1 Aug 2021
26 NEWTON,1750000,2258,1 Aug 2021
THE GLYNDEBOURNE,2163888,2072,1 Aug 2021
BASSEIN COURT,2050000,1465,1 Aug 2021
THOMSON 800,2650000,1630,1 Aug 2021
SKY@ELEVEN,3930000,1730,1 Aug 2021
HILLCREST PARK,1880000,1632,1 Aug 2021
368 THOMSON,1420000,1609,1 Aug 2021
THE GLYNDEBOURNE,3180000,2156,1 Aug 2021
TAN TONG MENG TOWER,3700000,1142,1 Aug 2021
PASADENA,2610000,929,1 Aug 2021
GLOUCESTER MANSIONS,2170000,1867,1 Aug 2021
PARK INFINIA AT WEE NAM,3128000,2169,1 Aug 2021
THE ARCADIA,3920000,1050,1 Aug 2021
ADAM PARK CONDOMINIUM,2450000,1686,1 Aug 2021
DUNEARN 386,2130000,2328,1 Aug 2021
HILLCREST ARCADIA,2800000,1020,1 Aug 2021
DUNEARN 386,1538000,2381,1 Aug 2021
TREVOSE PARK,3380000,1754,1 Aug 2021
