Project_Name,Transacted_Price,Unit_Price,Sale_Date
THE PATERSON EDGE,3850000,2384,1 Aug 2022
URBAN SUITES,4600000,2968,1 Aug 2022
THE AVENIR,6632000,3226,1 Aug 2022
KOPAR AT NEWTON,2770020,2626,1 Aug 2022
THE PATERSON,2950000,2447,1 Aug 2022
THE PATERSON,2870000,2360,1 Aug 2022
CAIRNHILL CREST,4420000,2244,1 Aug 2022
OUE TWIN PEAKS,1188000,2164,1 Aug 2022
IRWELL HILL RESIDENCES,3379000,2660,1 Aug 2022
THE MKZ,1580000,1858,1 Aug 2022
THE AVENIR,2681000,3321,1 Aug 2022
THE AVENIR,3800000,3330,1 Aug 2022
MARTIN MODERN,1880000,2460,1 Aug 2022
SOPHIA HILLS,1320000,1887,1 Aug 2022
PARC EMILY,2550000,2060,1 Aug 2022
OLEANAS RESIDENCE,2670000,2157,1 Aug 2022
KOPAR AT NEWTON,1898820,2756,1 Aug 2022
HAUS ON HANDY,1903000,2806,1 Aug 2022
THE AVENIR,2706000,3352,1 Aug 2022
HAUS ON HANDY,1799000,2611,1 Aug 2022
MARTIN PLACE RESIDENCES,3600000,2534,1 Aug 2022
IRWELL HILL RESIDENCES,1773000,2941,1 Aug 2022
KOPAR AT NEWTON,4096620,2252,1 Aug 2022
NOMU,3500000,2521,1 Aug 2022
YONG AN PARK,7580000,2347,1 Aug 2022
ESPADA,945000,2508,1 Aug 2022
WATERFORD RESIDENCE,2730000,1921,1 Aug 2022
IRWELL HILL RESIDENCES,1733000,2875,1 Aug 2022
HILLTOPS,8460000,4031,1 Aug 2022
OUE TWIN PEAKS,3400000,2430,1 Aug 2022
SCOTTS SQUARE,2000000,3204,1 Aug 2022
NEWTON EDGE,1100000,1481,1 Aug 2022
1919,1485000,2190,1 Aug 2022
THE PATERSON,3500000,2463,1 Aug 2022
HAUS ON HANDY,1902000,2599,1 Aug 2022
THE AVENIR,1576000,2988,1 Aug 2022
THE AVENIR,6292000,3060,1 Aug 2022
THE LIGHT @ CAIRNHILL,3680000,2425,1 Aug 2022
KOPAR AT NEWTON,3832290,2507,1 Aug 2022
RIVERGATE,2800000,2738,1 Aug 2022
MARTIN MODERN,2280000,2583,1 Aug 2022
IRWELL HILL RESIDENCES,1794000,2924,1 Aug 2022
KOPAR AT NEWTON,2740320,2598,1 Aug 2022
KOPAR AT NEWTON,2755170,2612,1 Aug 2022
KOPAR AT NEWTON,1700820,2772,1 Aug 2022
THE AVENIR,1576000,2988,1 Aug 2022
NEWTON EDGE,1738000,1900,1 Aug 2022
THE AVENIR,6892000,3352,1 Aug 2022
HELIOS RESIDENCES,3000000,2284,1 Aug 2022
ESPADA,938000,2490,1 Aug 2022
THE AVENIR,2668000,3305,1 Aug 2022
SOPHIA RESIDENCE,1460000,1833,1 Aug 2022
HAUS ON HANDY,1673000,2680,1 Aug 2022
IRWELL HILL RESIDENCES,1957000,2932,1 Aug 2022
ONE OXLEY RISE,2250000,2155,1 Aug 2022
8 @ MOUNT SOPHIA,1700000,1645,1 Aug 2022
THE AVENIR,1576000,2988,1 Aug 2022
MARTIN MODERN,2760000,2728,1 Aug 2022
LEONIE HILL RESIDENCES,3210000,2312,1 Aug 2022
THE AVENIR,1576000,2988,1 Aug 2022
THE AVENIR,2655000,3289,1 Aug 2022
THE TRILLIUM,4800000,2670,1 Aug 2022
THE LUMOS,1738000,2484,1 Aug 2022
HAUS ON HANDY,1708000,2736,1 Jul 2022
THE AVENIR,3623000,3175,1 Jul 2022
PARC EMILY,1930000,1928,1 Jul 2022
THE AVENIR,1576000,2988,1 Jul 2022
LEONIE HILL RESIDENCES,2980000,2146,1 Jul 2022
MACKENZIE 138,1228888,1392,1 Jul 2022
ASPEN LINQ,850000,1490,1 Jul 2022
8 @ MOUNT SOPHIA,1390000,1635,1 Jul 2022
MARTIN MODERN,4500000,2597,1 Jul 2022
CAVENAGH HOUSE,2940000,1729,1 Jul 2022
HAUS ON HANDY,2002000,2620,1 Jul 2022
THE AVENIR,3835000,3361,1 Jul 2022
HELIOS RESIDENCES,3700000,2218,1 Jul 2022
ASPEN HEIGHTS,2910000,2198,1 Jul 2022
THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL,12000000,4239,1 Jul 2022
ORCHARD COURT,2600000,1803,1 Jul 2022
THE ATELIER,3050000,2600,1 Jul 2022
SOPHIA HILLS,1430000,2013,1 Jul 2022
VISIONCREST,2000000,2111,1 Jul 2022
KOPAR AT NEWTON,2724480,2583,1 Jul 2022
THE AVENIR,3641000,3191,1 Jul 2022
THE TRILLIUM,4800000,2670,1 Jul 2022
NOMU,1600000,2608,1 Jul 2022
HAUS ON HANDY,1675000,2683,1 Jul 2022
KOPAR AT NEWTON,3737250,2346,1 Jul 2022
PARC SOPHIA,1060000,1588,1 Jul 2022
CAIRNHILL NINE,1988000,2052,1 Jul 2022
CAVENAGH COURT,3400000,1847,1 Jul 2022
THE ATELIER,1450000,2641,1 Jul 2022
IRWELL HILL RESIDENCES,1967000,2996,1 Jul 2022
HAUS ON HANDY,1356000,2624,1 Jul 2022
IRWELL HILL RESIDENCES,3583000,2821,1 Jul 2022
KOPAR AT NEWTON,1414140,2737,1 Jul 2022
THE AVENIR,3711000,3252,1 Jul 2022
IRWELL HILL RESIDENCES,4640000,3014,1 Jul 2022
ORCHARD SCOTTS,3400000,1564,1 Jul 2022
KOPAR AT NEWTON,1389640,2690,1 Jul 2022
SCOTTS SQUARE,2271400,3638,1 Jul 2022
THE AVENIR,7083000,3445,1 Jul 2022
TOP TEN,5185950,1650,1 Jul 2022
HAUS ON HANDY,1371000,2654,1 Jul 2022
HAUS ON HANDY,1674000,2636,1 Jul 2022
ROBERTSON 100,2028000,1829,1 Jul 2022
CITYVISTA RESIDENCES,4950000,1885,1 Jul 2022
HAUS ON HANDY,1680000,2738,1 Jul 2022
IRWELL HILL RESIDENCES,1930000,2939,1 Jul 2022
HAUS ON HANDY,1655000,2697,1 Jul 2022
PARC SOPHIA,1040000,1894,1 Jul 2022
CAIRNHILL CREST,5550000,2213,1 Jul 2022
RIVERGATE,5158000,2869,1 Jul 2022
IRWELL HILL RESIDENCES,2179000,2629,1 Jul 2022
8 @ MOUNT SOPHIA,1362000,1524,1 Jul 2022
ESPADA,930000,2618,1 Jul 2022
KOPAR AT NEWTON,4487670,2467,1 Jul 2022
THE AVENIR,6694000,3239,1 Jul 2022
KOPAR AT NEWTON,1359260,2631,1 Jul 2022
KOPAR AT NEWTON,1379840,2671,1 Jul 2022
EMILY RESIDENCE,1055000,1581,1 Jul 2022
RICHMOND PARK,5680000,3278,1 Jul 2022
MARTIN PLACE RESIDENCES,1338000,2260,1 Jul 2022
YONG AN PARK,7265250,2250,1 Jul 2022
IRWELL HILL RESIDENCES,1859000,2978,1 Jul 2022
KOPAR AT NEWTON,1369060,2650,1 Jul 2022
REIGNWOOD HAMILTON SCOTTS,6500000,2359,1 Jul 2022
SCOTTS SQUARE,2100000,3307,1 Jul 2022
WATERMARK ROBERTSON QUAY,1850000,2071,1 Jul 2022
THE COSMOPOLITAN,2950000,2585,1 Jul 2022
SOPHIA HILLS,1228000,2074,1 Jul 2022
KOPAR AT NEWTON,1675000,2431,1 Jul 2022
ASPEN HEIGHTS,3250000,2054,1 Jul 2022
PARC EMILY,1200000,1689,1 Jul 2022
UE SQUARE,3180000,2037,1 Jul 2022
MARTIN PLACE RESIDENCES,3680000,2590,1 Jul 2022
LEONIE HILL RESIDENCES,2550000,2235,1 Jul 2022
IRWELL HILL RESIDENCES,1487000,2939,1 Jul 2022
THE COSMOPOLITAN,2740000,2401,1 Jul 2022
CAIRNHILL CREST,3925000,2265,1 Jul 2022
KOPAR AT NEWTON,1338680,2591,1 Jul 2022
KOPAR AT NEWTON,1349460,2612,1 Jul 2022
URBAN SUITES,5300000,3305,1 Jul 2022
HAUS ON HANDY,1678000,2688,1 Jul 2022
KOPAR AT NEWTON,3757775,2458,1 Jul 2022
HOCK MANSION,2300000,1406,1 Jul 2022
HAUS ON HANDY,1675000,2730,1 Jul 2022
ONE OXLEY RISE,2180000,1966,1 Jul 2022
IRWELL HILL RESIDENCES,4591000,2983,1 Jul 2022
THE LAURELS,3700000,2818,1 Jul 2022
IRWELL HILL RESIDENCES,1745000,2844,1 Jul 2022
GAMBIER COURT,2525000,1700,1 Jul 2022
PARC EMILY,1240000,1800,1 Jul 2022
THE AVENIR,3452000,3025,1 Jul 2022
THE AVENIR,3470000,3041,1 Jul 2022
THE AVENIR,1681000,3123,1 Jul 2022
SOPHIA HILLS,1231888,2008,1 Jul 2022
HAUS ON HANDY,1659000,2704,1 Jun 2022
ST THOMAS SUITES,4150000,2281,1 Jun 2022
HAUS ON HANDY,1467000,2571,1 Jun 2022
THE AVENIR,3787000,3319,1 Jun 2022
NOMU,3488888,2513,1 Jun 2022
LUCKY PLAZA,1800000,2172,1 Jun 2022
HAUS ON HANDY,1467000,2571,1 Jun 2022
KOPAR AT NEWTON,1356300,2625,1 Jun 2022
KOPAR AT NEWTON,4447080,2445,1 Jun 2022
MARTIN MODERN,2350000,2662,1 Jun 2022
SCOTTS 28,3730000,2280,1 Jun 2022
PARC MACKENZIE,1680000,1530,1 Jun 2022
CAIRNHILL CREST,2670000,2215,1 Jun 2022
THE LAURELS,2670000,2667,1 Jun 2022
UE SQUARE,1355000,1907,1 Jun 2022
THE AVENIR,7028000,3418,1 Jun 2022
WATERFORD RESIDENCE,2680000,1886,1 Jun 2022
BELLE VUE RESIDENCES,4450000,2067,1 Jun 2022
CAIRNHILL PLAZA,4650000,1649,1 Jun 2022
ILLUMINAIRE ON DEVONSHIRE,1382000,2176,1 Jun 2022
SOPHIA HILLS,970000,2096,1 Jun 2022
ORCHARD SCOTTS,3200000,1472,1 Jun 2022
RIVERGATE,4780000,2691,1 Jun 2022
IRWELL HILL RESIDENCES,4263000,2694,1 Jun 2022
IRWELL HILL RESIDENCES,4346000,2747,1 Jun 2022
WATERSCAPE AT CAVENAGH,2820000,2015,1 Jun 2022
THE EDGE ON CAIRNHILL,4900000,2299,1 Jun 2022
LEONIE SUITES,1630000,1741,1 Jun 2022
HAUS ON HANDY,1372000,2655,1 Jun 2022
WATERSCAPE AT CAVENAGH,2600000,1980,1 Jun 2022
THE IVERIA,2384000,2606,1 Jun 2022
OLEANAS RESIDENCE,3100000,2000,1 Jun 2022
HAUS ON HANDY,1660000,2706,1 Jun 2022
HAUS ON HANDY,1685000,2746,1 Jun 2022
HAUS ON HANDY,1348000,2609,1 Jun 2022
KOPAR AT NEWTON,3589740,2238,1 Jun 2022
KOPAR AT NEWTON,3518460,2302,1 Jun 2022
8 @ MOUNT SOPHIA,2675000,1841,1 Jun 2022
PARC CENTENNIAL,1613000,1199,1 Jun 2022
HAUS ON HANDY,1736000,2781,1 Jun 2022
HAUS ON HANDY,1360000,2632,1 Jun 2022
THE AVENIR,3523000,3088,1 Jun 2022
KOPAR AT NEWTON,1874070,2720,1 Jun 2022
KOPAR AT NEWTON,1886940,2739,1 Jun 2022
RIVERIA GARDENS,3070000,2144,1 Jun 2022
ESPADA,938000,2490,1 Jun 2022
MARTIN PLACE RESIDENCES,5100000,2547,1 Jun 2022
PARC CENTENNIAL,1722888,1482,1 Jun 2022
THE IVERIA,2334000,2551,1 Jun 2022
IRWELL HILL RESIDENCES,1812000,2902,1 Jun 2022
THE QUAYSIDE,2250000,1620,1 Jun 2022
KOPAR AT NEWTON,1850310,2686,1 Jun 2022
ESPADA,922000,2596,1 Jun 2022
OLEANAS RESIDENCE,2400000,1939,1 Jun 2022
TRIBECA,2608888,2525,1 Jun 2022
NEWTON EDGE,1227600,1755,1 Jun 2022
UP@ROBERTSON QUAY,1250000,2191,1 Jun 2022
OLEANAS RESIDENCE,3100000,2000,1 Jun 2022
IRWELL HILL RESIDENCES,1761000,2870,1 Jun 2022
IRWELL HILL RESIDENCES,4493000,2919,1 Jun 2022
MACKENZIE 88,1110000,1562,1 Jun 2022
LANGSTON VILLE,1690000,1805,1 Jun 2022
GAMBIER COURT,1450000,1548,1 Jun 2022
MOUNT SOPHIA SUITES,820000,1904,1 Jun 2022
IRWELL HILL RESIDENCES,3567000,2808,1 Jun 2022
THE ATELIER,2348000,2566,1 Jun 2022
HAUS ON HANDY,1710000,2739,1 Jun 2022
HAUS ON HANDY,1820000,2642,1 Jun 2022
THE ATELIER,2328000,2544,1 Jun 2022
THE AVENIR,6919000,3365,1 Jun 2022
RESIDENCES @ KILLINEY,5130000,2166,1 Jun 2022
HAUS ON HANDY,1375000,2661,1 Jun 2022
THE AVENIR,3293000,2886,1 Jun 2022
ROBERTSON EDGE,900000,2090,1 Jun 2022
CAIRNHILL PLAZA,5780000,2026,1 Jun 2022
LEONIE HILL RESIDENCES,3250115,2305,1 Jun 2022
HELIOS RESIDENCES,2800000,2132,1 Jun 2022
IRWELL HILL RESIDENCES,4445000,2809,1 Jun 2022
MOUNT SOPHIA SUITES,700800,1915,1 Jun 2022
ORCHARD COURT,2000000,1387,1 Jun 2022
IRWELL HILL RESIDENCES,4255000,2689,1 Jun 2022
THE LIGHT @ CAIRNHILL,3770000,2274,1 Jun 2022
LE WILKIE,1720000,1427,1 Jun 2022
SCOTTS SQUARE,2410000,3998,1 Jun 2022
THE MKZ,1245888,1702,1 Jun 2022
THE AVENIR,6702000,3243,1 Jun 2022
KOPAR AT NEWTON,1345410,2604,1 Jun 2022
LUMA,1770000,1958,1 Jun 2022
RIVERGATE,5188000,2739,1 Jun 2022
THE IMPERIAL,4700000,2262,1 Jun 2022
8 @ MOUNT SOPHIA,2800000,1288,1 Jun 2022
PATERSON SUITES,4392600,2616,1 Jun 2022
RIVERGATE,5050000,2666,1 Jun 2022
IRWELL HILL RESIDENCES,4566000,2886,1 Jun 2022
IRWELL HILL RESIDENCES,1743000,2892,1 Jun 2022
THE AVENIR,2592000,3211,1 Jun 2022
THE AVENIR,6729000,3256,1 Jun 2022
THE AVENIR,6418000,3122,1 Jun 2022
IRWELL HILL RESIDENCES,1910000,2909,1 Jun 2022
IRWELL HILL RESIDENCES,1446000,2920,1 Jun 2022
IRWELL HILL RESIDENCES,1972000,2908,1 Jun 2022
THE WHARF RESIDENCE,2260000,2187,1 Jun 2022
IRWELL HILL RESIDENCES,1424000,2876,1 Jun 2022
HAUS ON HANDY,1988000,2601,1 Jun 2022
HAUS ON HANDY,1368000,2648,1 Jun 2022
IRWELL HILL RESIDENCES,3377000,2659,1 Jun 2022
PARC CENTENNIAL,2060000,1650,1 Jun 2022
LEONIE GARDENS,3300000,1904,1 Jun 2022
RIVERGATE,2880000,2816,1 Jun 2022
URBAN RESORT CONDOMINIUM,5100000,2405,1 Jun 2022
HAUS ON HANDY,1680000,2738,1 Jun 2022
HAUS ON HANDY,1364000,2640,1 Jun 2022
IRWELL HILL RESIDENCES,1923000,2881,1 Jun 2022
IRWELL HILL RESIDENCES,1703000,2825,1 Jun 2022
IRWELL HILL RESIDENCES,3474000,2735,1 Jun 2022
KOPAR AT NEWTON,3794670,2483,1 Jun 2022
THE AVENIR,3558000,3118,1 Jun 2022
THE TATE RESIDENCES,6750000,3074,1 Jun 2022
PATERSON SUITES,4409894,2626,1 Jun 2022
WATERSCAPE AT CAVENAGH,2600000,1980,1 Jun 2022
CAIRNHILL NINE,3980000,2604,1 Jun 2022
THE RISE @ OXLEY - RESIDENCES,1120000,2420,1 Jun 2022
WATERMARK ROBERTSON QUAY,1840000,2060,1 May 2022
IRWELL HILL RESIDENCES,4114000,2600,1 May 2022
KOPAR AT NEWTON,1688940,2753,1 May 2022
KOPAR AT NEWTON,1668000,2719,1 May 2022
KOPAR AT NEWTON,2778930,2531,1 May 2022
KOPAR AT NEWTON,2793780,2545,1 May 2022
HAUS ON HANDY,1679000,2644,1 May 2022
HAUS ON HANDY,1383000,2677,1 May 2022
IRWELL HILL RESIDENCES,1739000,2834,1 May 2022
HAUS ON HANDY,1371000,2654,1 May 2022
HAUS ON HANDY,1392000,2694,1 May 2022
HAUS ON HANDY,1940000,2650,1 May 2022
WATERSCAPE AT CAVENAGH,2650000,2018,1 May 2022
KOPAR AT NEWTON,1656270,2699,1 May 2022
WILKIE 87,2300000,1607,1 May 2022
THE PATERSON EDGE,2500000,2471,1 May 2022
SUITES AT ORCHARD,1400000,1913,1 May 2022
HILLTOPS,3300000,2643,1 May 2022
SOPHIA HILLS,1400000,2001,1 May 2022
HAUS ON HANDY,1684000,2652,1 May 2022
HAUS ON HANDY,1396000,2702,1 May 2022
THE SUITES AT CENTRAL,3880000,2690,1 May 2022
CAIRNHILL CREST,1780000,2176,1 May 2022
THE AVENIR,3505000,3072,1 May 2022
HAUS ON HANDY,1689000,2660,1 May 2022
HAUS ON HANDY,1691000,2709,1 May 2022
HAUS ON HANDY,1696000,2717,1 May 2022
HAUS ON HANDY,1396000,2702,1 May 2022
HAUS ON HANDY,1701000,2725,1 May 2022
HAUS ON HANDY,1707000,2688,1 May 2022
HAUS ON HANDY,1706000,2733,1 May 2022
IRWELL HILL RESIDENCES,3506000,2760,1 May 2022
KOPAR AT NEWTON,1659240,2704,1 May 2022
THE AVENIR,3487000,3056,1 May 2022
THE PATERSON EDGE,2380000,2403,1 May 2022
THE RISE @ OXLEY - RESIDENCES,1050000,2269,1 May 2022
SOPHIA HILLS,2002000,1958,1 May 2022
SOPHIA HILLS,1380000,1972,1 May 2022
HAUS ON HANDY,1702000,2680,1 May 2022
HILLTOPS,5883000,3123,1 May 2022
PARC CENTENNIAL,2350000,1516,1 May 2022
THE AVENIR,5402000,3437,1 May 2022
CLAREMONT,2475000,1703,1 May 2022
MARTIN PLACE RESIDENCES,1490000,2307,1 May 2022
WATERFORD RESIDENCE,2300000,1925,1 May 2022
IRWELL HILL RESIDENCES,1462000,2890,1 May 2022
PARC CENTENNIAL,2400000,1548,1 May 2022
WATERFORD RESIDENCE,2750000,1935,1 May 2022
ROBERTSON 100,1430000,2109,1 May 2022
IRWELL HILL RESIDENCES,1763000,2873,1 May 2022
IRWELL HILL RESIDENCES,1731000,2821,1 May 2022
IRWELL HILL RESIDENCES,1897000,2889,1 May 2022
KOPAR AT NEWTON,1646370,2683,1 May 2022
HAUS ON HANDY,1375000,2661,1 May 2022
HAUS ON HANDY,1379000,2669,1 May 2022
HAUS ON HANDY,1537000,2596,1 May 2022
THE AVENIR,6445000,3135,1 May 2022
STARLIGHT SUITES,3630000,1949,1 May 2022
SOPHIA HILLS,1380000,1943,1 May 2022
YONG AN PARK,2420000,1653,1 May 2022
THE INSPIRA,2130000,2275,1 May 2022
LANGSTON VILLE,1720800,1838,1 May 2022
IRWELL HILL RESIDENCES,4429000,2799,1 May 2022
KOPAR AT NEWTON,1818630,2640,1 May 2022
ROBERTSON BLUE,2800000,2262,1 May 2022
THE VERMONT ON CAIRNHILL,1320000,2503,1 May 2022
KLIMT CAIRNHILL,5478000,3826,1 May 2022
MIRAGE TOWER,1260000,2209,1 May 2022
TIARA,3300000,2190,1 May 2022
KOPAR AT NEWTON,3665970,2398,1 May 2022
HAUS ON HANDY,1695000,2715,1 May 2022
THE AVENIR,6904000,3358,1 May 2022
THE AVENIR,2630000,3258,1 May 2022
SOPHIA HILLS,2078000,2054,1 May 2022
TRIBECA,3900000,2047,1 May 2022
THE LUMOS,12500000,2108,1 May 2022
URBAN RESORT CONDOMINIUM,5400000,2547,1 May 2022
THE BOUTIQ,3100000,1352,1 May 2022
ROBERTSON 100,2000000,1705,1 May 2022
THE AVENIR,5167000,3288,1 May 2022
THE AVENIR,5355000,3407,1 May 2022
RIVERGATE,4200000,2710,1 May 2022
HELIOS RESIDENCES,3950000,2323,1 May 2022
KOPAR AT NEWTON,1356300,2625,1 May 2022
CAVENAGH GARDENS,1700888,1463,1 May 2022
RIVERIA GARDENS,2850000,1991,1 May 2022
RV POINT,1040000,2147,1 May 2022
ST THOMAS SUITES,7150000,2102,1 May 2022
WATERSCAPE AT CAVENAGH,3088880,1979,1 May 2022
RIVERGATE,4950000,2754,1 May 2022
TOWNHOUSE APARTMENTS,3300000,1135,1 May 2022
MACKENZIE 88,708000,1566,1 May 2022
THE SUITES AT CENTRAL,3380000,2415,1 May 2022
KOPAR AT NEWTON,3702600,2422,1 May 2022
THE PIER AT ROBERTSON,1500000,2212,1 May 2022
TIARA,2500000,1858,1 May 2022
THE PIER AT ROBERTSON,1560000,2131,1 May 2022
PARC EMILY,1680000,1880,1 May 2022
THE PATERSON,3300000,2513,1 May 2022
HAUS ON HANDY,1387000,2684,1 May 2022
KOPAR AT NEWTON,1345410,2604,1 May 2022
THE AVENIR,3734000,3273,1 May 2022
IRWELL HILL RESIDENCES,4106000,2595,1 May 2022
HAUS ON HANDY,1383000,2677,1 May 2022
SOPHIA RESIDENCE,1500000,1883,1 May 2022
THE AVENIR,7713000,3199,1 May 2022
THE AVENIR,6758000,3270,1 May 2022
THE AVENIR,6844000,3312,1 May 2022
CAVENAGH COURT,3080000,1693,1 May 2022
KOPAR AT NEWTON,4280760,2353,1 May 2022
ONE OXLEY RISE,1530000,1870,1 May 2022
ROBERTSON EDGE,960000,2074,1 May 2022
THE TRILLIUM,5500000,2480,1 May 2022
SOPHIA HILLS,1350000,1900,1 May 2022
THE AVENIR,1567000,2971,1 May 2022
THE AVENIR,1656000,3077,1 May 2022
THE PEAK @ CAIRNHILL I,1155000,2190,1 May 2022
THE IMPERIAL,3270000,2392,1 May 2022
ROBERTSON 100,2480000,2114,1 May 2022
THE PIER AT ROBERTSON,2000000,2136,1 May 2022
SOPHIA RESIDENCE,2700000,1886,1 May 2022
IRWELL HILL RESIDENCES,4227000,2746,1 May 2022
IRWELL HILL RESIDENCES,4050000,2631,1 May 2022
IRWELL HILL RESIDENCES,4058000,2636,1 May 2022
IRWELL HILL RESIDENCES,3442000,2710,1 May 2022
IRWELL HILL RESIDENCES,1954000,2881,1 May 2022
THE AVENIR,5284000,3362,1 May 2022
HAUS ON HANDY,1712000,2696,1 May 2022
IRWELL HILL RESIDENCES,1196000,3003,1 Apr 2022
KOPAR AT NEWTON,1830510,2657,1 Apr 2022
THE AVENIR,3901000,3419,1 Apr 2022
ROBERTSON 100,1800000,2039,1 Apr 2022
IRWELL HILL RESIDENCES,3409000,2684,1 Apr 2022
MACKENZIE 88,780000,1725,1 Apr 2022
8 @ MOUNT SOPHIA,1618000,1566,1 Apr 2022
WATERMARK ROBERTSON QUAY,3550000,2011,1 Apr 2022
TOWNHOUSE APARTMENTS,2350000,1055,1 Apr 2022
RIVERGATE,4100000,2740,1 Apr 2022
WILKIE STUDIO,1830000,1753,1 Apr 2022
YONG AN PARK,4200000,2323,1 Apr 2022
ORCHARD COURT,2030000,1407,1 Apr 2022
IRWELL HILL RESIDENCES,1820000,2915,1 Apr 2022
HAUS ON HANDY,1584000,2628,1 Apr 2022
IRWELL HILL RESIDENCES,3329000,2621,1 Apr 2022
IRWELL HILL RESIDENCES,3458000,2723,1 Apr 2022
THE AVENIR,5143000,3273,1 Apr 2022
ST THOMAS SUITES,5600000,2150,1 Apr 2022
THE IVERIA,2402000,2536,1 Apr 2022
IRWELL HILL RESIDENCES,1190000,2988,1 Apr 2022
THE AVENIR,5096000,3243,1 Apr 2022
THE AVENIR,5120000,3258,1 Apr 2022
SCOTTS 28,2500000,2277,1 Apr 2022
LEONIE HILL RESIDENCES,3150000,2234,1 Apr 2022
BELLE VUE RESIDENCES,5000000,2171,1 Apr 2022
KOPAR AT NEWTON,1862190,2703,1 Apr 2022
111 EMERALD HILL,5300000,2198,1 Apr 2022
THE PATERSON EDGE,2300000,2323,1 Apr 2022
THE LAURELS,10600000,2223,1 Apr 2022
THE AVENIR,5237000,3332,1 Apr 2022
THE ATELIER,2968000,2530,1 Apr 2022
THE COSMOPOLITAN,3250000,2323,1 Apr 2022
KOPAR AT NEWTON,2709630,2569,1 Apr 2022
IRWELL HILL RESIDENCES,1888000,2875,1 Apr 2022
CAVENAGH GARDENS,1675000,1389,1 Apr 2022
THE AVENIR,3417000,2995,1 Apr 2022
THE AVENIR,2617000,3242,1 Apr 2022
MARTIN MODERN,2388888,2707,1 Apr 2022
LUMA,2150000,1832,1 Apr 2022
MARTIN MODERN,2020088,2643,1 Apr 2022
IRWELL HILL RESIDENCES,1166000,2928,1 Apr 2022
HAUS ON HANDY,1379000,2669,1 Apr 2022
ORCHARD TOWERS,3050000,1548,1 Apr 2022
RIVERIA GARDENS,2280000,2354,1 Apr 2022
LEONIE PARC VIEW,5220000,2320,1 Apr 2022
THE AVENIR,7677000,3184,1 Apr 2022
KOPAR AT NEWTON,2693790,2554,1 Apr 2022
THE AVENIR,2464000,3052,1 Apr 2022
STARLIGHT SUITES,1550000,2000,1 Apr 2022
WATERFORD RESIDENCE,2008888,1924,1 Apr 2022
8 RODYK,2380000,2106,1 Apr 2022
PARC MACKENZIE,1400000,1548,1 Apr 2022
KOPAR AT NEWTON,2763090,2517,1 Apr 2022
IRWELL HILL RESIDENCES,1892000,2881,1 Apr 2022
IRWELL HILL RESIDENCES,1695000,2812,1 Apr 2022
THE AVENIR,2604000,3226,1 Apr 2022
HAUS ON HANDY,1564000,2595,1 Apr 2022
THE AVENIR,2566000,3178,1 Apr 2022
THE AVENIR,2579000,3195,1 Apr 2022
THE AVENIR,3699000,3242,1 Apr 2022
THE AVENIR,5073000,3228,1 Apr 2022
IRWELL HILL RESIDENCES,1964000,2991,1 Apr 2022
TWENTYONE ANGULLIA PARK,7452000,3297,1 Apr 2022
MACKENZIE REGENCY,1550000,1565,1 Apr 2022
KLIMT CAIRNHILL,7404000,3601,1 Apr 2022
SOPHIA HILLS,1880000,1919,1 Apr 2022
THE RISE @ OXLEY - RESIDENCES,2362000,2032,1 Apr 2022
LUCKY PLAZA,3100000,1882,1 Apr 2022
IRWELL HILL RESIDENCES,3321000,2615,1 Apr 2022
IRWELL HILL RESIDENCES,1687000,2799,1 Apr 2022
THE WHARF RESIDENCE,2820000,2047,1 Apr 2022
MARTIN MODERN,2760000,2728,1 Apr 2022
RIVERIA GARDENS,3430000,2396,1 Apr 2022
THE AVENIR,5019000,3194,1 Apr 2022
THE IVERIA,2256000,2495,1 Apr 2022
THE LAURELS,2325000,2634,1 Apr 2022
THE PROMONT,4350000,2161,1 Apr 2022
WATERSCAPE AT CAVENAGH,2090000,1981,1 Apr 2022
PARC SOPHIA,1010000,1618,1 Apr 2022
THE AVENIR,3276000,2871,1 Apr 2022
THE PIER AT ROBERTSON,1448000,2205,1 Apr 2022
CAIRNHILL NINE,1583000,2626,1 Apr 2022
TRIBECA,3910000,2052,1 Apr 2022
BELLE VUE RESIDENCES,4368000,2182,1 Apr 2022
HAUS ON HANDY,1944000,2656,1 Apr 2022
THE ATELIER,4168000,2786,1 Apr 2022
THE AVENIR,2337000,2895,1 Apr 2022
THE AVENIR,7093000,3450,1 Apr 2022
LUMA,1730000,1913,1 Apr 2022
THE AVENIR,6634000,3227,1 Apr 2022
IRWELL HILL RESIDENCES,1731000,2821,1 Apr 2022
IRWELL HILL RESIDENCES,1715000,2795,1 Apr 2022
ORCHARD SCOTTS,1700000,1680,1 Apr 2022
THE AVENIR,6337000,3082,1 Apr 2022
CAVENAGH COURT,3280000,1761,1 Apr 2022
RIVERGATE,2700000,2586,1 Apr 2022
HAUS ON HANDY,1542000,2605,1 Apr 2022
YONG AN PARK,4200000,2144,1 Apr 2022
WATERSCAPE AT CAVENAGH,2600000,1980,1 Apr 2022
THE IVERIA,2236000,2473,1 Apr 2022
8 HULLET,2398000,3011,1 Apr 2022
8 HULLET,1616366,3003,1 Apr 2022
8 HULLET,1711538,3180,1 Apr 2022
THE AVENIR,3937000,3451,1 Apr 2022
RV POINT,868000,2068,1 Apr 2022
THE AVENIR,5278000,3358,1 Apr 2022
