Project Name,Date,Rental psf
GLOUCESTER MANSIONS,1 Dec 2019,2.95
368 THOMSON,1 Dec 2019,4.00
6 DERBYSHIRE,1 Dec 2019,4.89
EVELYN MANSIONS,1 Dec 2019,2.56
VIVA,1 Dec 2019,4.63
NON-LANDED HOUSING DEVELOPMENT,1 Dec 2019,1.05
BIRMINGHAM MANSIONS,1 Dec 2019,3.05
SKY@ELEVEN,1 Dec 2019,3.30
THOMSON EURO-ASIA,1 Dec 2019,2.80
L'VIV,1 Nov 2019,4.31
THE SHELFORD,1 Nov 2019,3.17
SOLEIL @ SINARAN,1 Nov 2019,4.29
MONTEBLEU,1 Nov 2019,3.53
THE SPRINGS,1 Nov 2019,2.59
TRILIGHT,1 Nov 2019,4.43
THOMSON 800,1 Nov 2019,2.70
L'VIV,1 Nov 2019,4.62
TRILIGHT,1 Nov 2019,3.91
ADAM GREEN,1 Nov 2019,4.89
SOLEIL @ SINARAN,1 Nov 2019,5.26
6 DERBYSHIRE,1 Nov 2019,4.67
NINETEEN SHELFORD ROAD,1 Nov 2019,3.07
L'VIV,1 Nov 2019,5.08
NEWTON GEMS,1 Nov 2019,3.48
SKY@ELEVEN,1 Nov 2019,2.44
PARK INFINIA AT WEE NAM,1 Nov 2019,5.39
RESIDENCES @ EVELYN,1 Nov 2019,3.22
BUCKLEY 18,1 Nov 2019,3.81
368 THOMSON,1 Nov 2019,3.77
10 SHELFORD,1 Nov 2019,2.42
26 NEWTON,1 Nov 2019,4.77
NEWTON GEMS,1 Nov 2019,4.15
THOMSON 800,1 Nov 2019,2.52
PARK INFINIA AT WEE NAM,1 Nov 2019,4.14
LUCIDA,1 Nov 2019,3.62
TRILIGHT,1 Nov 2019,3.17
PAVILION 11,1 Nov 2019,3.10
RESIDENCES @ EVELYN,1 Nov 2019,3.33
HILLCREST ARCADIA,1 Nov 2019,2.63
KELLETT COURT,1 Nov 2019,2.71
NON-LANDED HOUSING DEVELOPMENT,1 Nov 2019,4.00
THE SENTINEL,1 Nov 2019,3.04
STRATA,1 Nov 2019,3.71
NOVELIS,1 Nov 2019,3.53
PARK INFINIA AT WEE NAM,1 Nov 2019,4.21
PARK INFINIA AT WEE NAM,1 Nov 2019,5.29
M21,1 Nov 2019,3.60
PARK INFINIA AT WEE NAM,1 Nov 2019,3.79
VIVA,1 Nov 2019,4.44
THE TREVOSE,1 Nov 2019,2.81
NOVENA SUITES,1 Nov 2019,4.31
THE ANSLEY,1 Nov 2019,3.28
PASTORAL VIEW,1 Nov 2019,2.88
ADRIA,1 Nov 2019,4.59
PAVILION 11,1 Nov 2019,3.37
LINCOLN SUITES,1 Nov 2019,5.24
6 DERBYSHIRE,1 Nov 2019,4.27
RESIDENCES @ EVELYN,1 Nov 2019,3.74
PARK INFINIA AT WEE NAM,1 Nov 2019,5.09
VILLA DES FLORES,1 Nov 2019,1.64
AMANINDA,1 Nov 2019,2.62
SOLEIL @ SINARAN,1 Nov 2019,4.76
LINCOLN SUITES,1 Nov 2019,4.29
THE GLYNDEBOURNE,1 Nov 2019,2.67
10 SHELFORD,1 Nov 2019,4.67
THE GLYNDEBOURNE,1 Nov 2019,4.14
NEWTON GEMS,1 Nov 2019,4.10
SKY@ELEVEN,1 Nov 2019,3.56
NOVENA REGENCY,1 Nov 2019,4.91
MONTEBLEU,1 Nov 2019,3.76
MONTEBLEU,1 Nov 2019,3.65
PASTORAL VIEW,1 Nov 2019,2.99
NEWTON GEMS,1 Nov 2019,3.72
ADRIA,1 Nov 2019,4.45
NEWTON GEMS,1 Nov 2019,4.28
STRATA,1 Nov 2019,3.43
NON-LANDED HOUSING DEVELOPMENT,1 Nov 2019,3.29
WATTEN ESTATE CONDOMINIUM,1 Nov 2019,2.19
ROCHELLE AT NEWTON,1 Nov 2019,3.55
MONTEBLEU,1 Nov 2019,3.10
NOVENA SUITES,1 Nov 2019,3.68
LUCIDA,1 Nov 2019,4.00
THE SHELFORD,1 Nov 2019,3.65
LINCOLN SUITES,1 Nov 2019,5.78
GILSTEAD TWO,1 Nov 2019,4.00
RESIDENCES @ EVELYN,1 Nov 2019,3.74
PASTORAL VIEW,1 Nov 2019,4.10
ZEDGE,1 Nov 2019,3.73
NEWTON SUITES,1 Nov 2019,5.20
PARK INFINIA AT WEE NAM,1 Nov 2019,4.21
ZEDGE,1 Nov 2019,3.60
MONTEBLEU,1 Nov 2019,3.29
MANDALE HEIGHTS,1 Nov 2019,3.06
SOLEIL @ SINARAN,1 Nov 2019,6.29
NON-LANDED HOUSING DEVELOPMENT,1 Nov 2019,2.86
SOLEIL @ SINARAN,1 Nov 2019,4.34
VILLA DES FLORES,1 Nov 2019,1.96
368 THOMSON,1 Nov 2019,3.85
10 SHELFORD,1 Nov 2019,3.64
THE ANSLEY,1 Nov 2019,2.86
MONTEBLEU,1 Nov 2019,3.05
6 DERBYSHIRE,1 Nov 2019,4.00
LA SUISSE,1 Nov 2019,1.82
LUCIDA,1 Nov 2019,3.33
26 NEWTON,1 Nov 2019,4.46
ZEDGE,1 Nov 2019,3.23
ORCHID APARTMENTS,1 Nov 2019,2.07
GILSTEAD COURT,1 Nov 2019,2.00
SUITES @ SURREY,1 Nov 2019,3.37
TRILIGHT,1 Nov 2019,4.00
NON-LANDED HOUSING DEVELOPMENT,1 Nov 2019,1.05
THE SHELFORD,1 Nov 2019,3.73
ADAM PARK CONDOMINIUM,1 Nov 2019,2.00
MANDALE HEIGHTS,1 Nov 2019,4.00
SOLEIL @ SINARAN,1 Nov 2019,6.19
THOMSON 800,1 Nov 2019,2.33
TRILIGHT,1 Nov 2019,4.96
ZEDGE,1 Nov 2019,4.56
NOVENA COURT,1 Nov 2019,3.29
THE ARMADALE,1 Nov 2019,2.21
VISIN APARTMENTS,1 Nov 2019,3.24
PAVILION 11,1 Nov 2019,3.31
SOLEIL @ SINARAN,1 Nov 2019,4.28
THE SHELFORD,1 Nov 2019,3.04
SOLEIL @ SINARAN,1 Nov 2019,5.09
MINBU VILLA,1 Nov 2019,1.53
MINBU COURT,1 Nov 2019,2.48
NEWTON SUITES,1 Nov 2019,5.44
THOMSON EURO-ASIA,1 Nov 2019,3.30
NOVENA SUITES,1 Nov 2019,4.53
L'VIV,1 Nov 2019,4.48
6 DERBYSHIRE,1 Nov 2019,3.80
CUBE 8,1 Nov 2019,4.55
ADRIA,1 Nov 2019,4.55
SOLEIL @ SINARAN,1 Nov 2019,4.95
THE SPRINGS,1 Nov 2019,2.86
MEDGE,1 Nov 2019,3.00
NOVENA SUITES,1 Nov 2019,3.24
MEDGE,1 Nov 2019,5.11
26 NEWTON,1 Nov 2019,5.33
AMARYLLIS VILLE,1 Nov 2019,4.31
SOLEIL @ SINARAN,1 Nov 2019,4.84
NEWTON GEMS,1 Nov 2019,3.40
D'CHATEAU @ SHELFORD,1 Nov 2019,2.15
SOLEIL @ SINARAN,1 Nov 2019,4.83
STRATA,1 Nov 2019,4.18
DUNEARN SUITES,1 Nov 2019,4.44
26 NEWTON,1 Nov 2019,5.33
RESIDENCES @ EVELYN,1 Nov 2019,3.48
28 SHELFORD,1 Nov 2019,2.43
6 DERBYSHIRE,1 Nov 2019,4.40
8 BASSEIN,1 Nov 2019,4.89
26 NEWTON,1 Nov 2019,5.78
26 NEWTON,1 Nov 2019,5.44
6 DERBYSHIRE,1 Nov 2019,5.00
NEWTON ONE,1 Nov 2019,3.51
NEWTON GEMS,1 Nov 2019,4.69
CUBE 8,1 Nov 2019,3.47
8 BASSEIN,1 Nov 2019,4.44
BUCKLEY CLASSIQUE,1 Nov 2019,4.61
NOVENA REGENCY,1 Nov 2019,4.23
RESIDENCES @ EVELYN,1 Nov 2019,3.48
NINETEEN SHELFORD ROAD,1 Nov 2019,2.95
SOLEIL @ SINARAN,1 Nov 2019,5.45
THE AXIS,1 Nov 2019,5.43
SKY@ELEVEN,1 Nov 2019,3.05
LA SUISSE,1 Nov 2019,1.86
THE TREVOSE,1 Nov 2019,2.69
WATTEN HILL,1 Nov 2019,2.90
THE HUNTINGTON,1 Nov 2019,2.96
NON-LANDED HOUSING DEVELOPMENT,1 Nov 2019,3.53
NOVENA REGENCY,1 Nov 2019,5.91
PARK INFINIA AT WEE NAM,1 Nov 2019,3.79
SOLEIL @ SINARAN,1 Nov 2019,4.90
1 MOULMEIN RISE,1 Nov 2019,3.20
BUCKLEY 18,1 Nov 2019,2.98
LINCOLN SUITES,1 Nov 2019,3.90
M21,1 Nov 2019,3.33
LINCOLN SUITES,1 Nov 2019,6.09
26 NEWTON,1 Nov 2019,5.56
THE ANSLEY,1 Nov 2019,3.70
SOLEIL @ SINARAN,1 Nov 2019,3.24
LINCOLN SUITES,1 Nov 2019,5.44
ZEDGE,1 Nov 2019,3.33
KARTAR APARTMENTS,1 Nov 2019,2.67
26 NEWTON,1 Nov 2019,4.91
AMARYLLIS VILLE,1 Nov 2019,4.31
AMARYLLIS VILLE,1 Nov 2019,4.63
NEWTON GEMS,1 Nov 2019,3.83
368 THOMSON,1 Nov 2019,3.76
26 NEWTON,1 Nov 2019,5.09
GILSTEAD TWO,1 Nov 2019,4.20
EVELYN MANSIONS,1 Nov 2019,3.76
THE AXIS,1 Nov 2019,2.39
NINETEEN SHELFORD ROAD,1 Nov 2019,3.53
STRATA,1 Nov 2019,4.27
BUCKLEY CLASSIQUE,1 Nov 2019,3.13
ADRIA,1 Nov 2019,4.27
ZEDGE,1 Nov 2019,4.89
6 DERBYSHIRE,1 Nov 2019,4.55
THE HUNTINGTON,1 Nov 2019,3.14
THOMSON 800,1 Nov 2019,2.67
368 THOMSON,1 Nov 2019,3.53
NINETEEN SHELFORD ROAD,1 Nov 2019,3.26
HILLCREST ARCADIA,1 Nov 2019,2.40
NINETEEN SHELFORD ROAD,1 Nov 2019,3.23
HILLCREST ARCADIA,1 Nov 2019,2.63
NEWTON GEMS,1 Nov 2019,3.35
SKY@ELEVEN,1 Nov 2019,3.16
THE ARCADIA,1 Nov 2019,2.71
NON-LANDED HOUSING DEVELOPMENT,1 Nov 2019,1.05
THE SPRINGS,1 Nov 2019,3.29
MANDALAY TOWERS,1 Nov 2019,1.96
BUCKLEY 18,1 Nov 2019,3.87
ADAM GREEN,1 Nov 2019,5.11
NINETEEN SHELFORD ROAD,1 Nov 2019,4.94
ADAM GREEN,1 Nov 2019,4.89
SUITES @ NEWTON,1 Nov 2019,5.33
CUBE 8,1 Nov 2019,4.55
NEWTON GEMS,1 Nov 2019,4.50
CUBE 8,1 Nov 2019,3.37
AMARYLLIS VILLE,1 Nov 2019,3.89
LINCOLN SUITES,1 Nov 2019,4.91
26 NEWTON,1 Nov 2019,5.33
NEWTON GEMS,1 Nov 2019,5.15
8 BASSEIN,1 Nov 2019,4.67
THE SPINNAKER,1 Nov 2019,2.59
THE SPRINGS,1 Nov 2019,2.95
PAVILION 11,1 Nov 2019,3.68
NON-LANDED HOUSING DEVELOPMENT,1 Nov 2019,5.41
THE SHELFORD,1 Nov 2019,3.74
ADRIA,1 Nov 2019,3.61
NINETEEN SHELFORD ROAD,1 Nov 2019,3.39
NEWTON 18,1 Nov 2019,3.33
THE GLYNDEBOURNE,1 Nov 2019,3.58
PARK INFINIA AT WEE NAM,1 Nov 2019,4.00
THOMSON 800,1 Nov 2019,2.42
STRATA,1 Nov 2019,3.81
GILSTEAD COURT,1 Nov 2019,2.59
ADRIA,1 Nov 2019,4.77
THE AXIS,1 Nov 2019,2.58
LA SUISSE,1 Nov 2019,1.86
TRILIGHT,1 Nov 2019,4.76
28 SHELFORD,1 Nov 2019,3.06
APLETON VIEW,1 Nov 2019,3.22
THE LINCOLN MODERN,1 Nov 2019,3.52
PARK INFINIA AT WEE NAM,1 Nov 2019,3.80
PASTORAL VIEW,1 Nov 2019,3.67
NON-LANDED HOUSING DEVELOPMENT,1 Nov 2019,1.05
ADAM GREEN,1 Nov 2019,4.00
SOLEIL @ SINARAN,1 Nov 2019,4.73
NEWTON GEMS,1 Nov 2019,3.64
WATTEN HILL,1 Nov 2019,2.57
LA SUISSE,1 Nov 2019,2.73
PAVILION 11,1 Nov 2019,3.45
NEWTON GEMS,1 Nov 2019,3.86
M21,1 Nov 2019,2.30
NEWTON GEMS,1 Nov 2019,3.66
LUCIDA,1 Nov 2019,3.14
THOMSON 800,1 Nov 2019,2.42
26 NEWTON,1 Nov 2019,4.31
NON-LANDED HOUSING DEVELOPMENT,1 Nov 2019,3.22
VIVA,1 Nov 2019,5.33
LINCOLN SUITES,1 Nov 2019,5.55
PASADENA,1 Nov 2019,2.67
AMARYLLIS VILLE,1 Nov 2019,4.63
PARK INFINIA AT WEE NAM,1 Nov 2019,4.17
WATTEN ESTATE CONDOMINIUM,1 Nov 2019,2.99
ADAM PARK CONDOMINIUM,1 Nov 2019,2.84
THOMSON 800,1 Nov 2019,2.96
NEWTON GEMS,1 Nov 2019,3.86
10 SHELFORD,1 Nov 2019,3.09
AMARYLLIS VILLE,1 Nov 2019,4.32
DUNEARN SUITES,1 Nov 2019,4.44
NEWTON GEMS,1 Nov 2019,3.18
NON-LANDED HOUSING DEVELOPMENT,1 Nov 2019,3.39
THE LINCOLN MODERN,1 Nov 2019,3.20
SOLEIL @ SINARAN,1 Nov 2019,4.62
SOLEIL @ SINARAN,1 Nov 2019,5.86
TAN TONG MENG TOWER,1 Oct 2019,1.23
368 THOMSON,1 Oct 2019,4.08
PASTORAL VIEW,1 Oct 2019,3.46
IRIDIUM,1 Oct 2019,5.07
NEWTON GEMS,1 Oct 2019,3.22
LINCOLN SUITES,1 Oct 2019,5.14
L'VIV,1 Oct 2019,4.48
PARK INFINIA AT WEE NAM,1 Oct 2019,4.14
NOVENA REGENCY,1 Oct 2019,6.15
1 MOULMEIN RISE,1 Oct 2019,4.35
28 SHELFORD,1 Oct 2019,2.94
SURREY COURT,1 Oct 2019,3.87
WATTEN ESTATE CONDOMINIUM,1 Oct 2019,1.95
ADRIA,1 Oct 2019,4.55
TRILIGHT,1 Oct 2019,3.63
THE HUNTINGTON,1 Oct 2019,4.61
CUBE 8,1 Oct 2019,3.26
VIVA,1 Oct 2019,5.19
GLOUCESTER MANSIONS,1 Oct 2019,3.62
PARK INFINIA AT WEE NAM,1 Oct 2019,5.14
RESIDENCES @ EVELYN,1 Oct 2019,4.17
NINETEEN SHELFORD ROAD,1 Oct 2019,2.32
NOVENA REGENCY,1 Oct 2019,5.11
THE GLYNDEBOURNE,1 Oct 2019,3.11
TRILIGHT,1 Oct 2019,4.52
NOVENA REGENCY,1 Oct 2019,4.73
SOLEIL @ SINARAN,1 Oct 2019,4.55
PASTORAL VIEW,1 Oct 2019,3.60
ZEDGE,1 Oct 2019,3.60
CUBE 8,1 Oct 2019,3.19
VIVA,1 Oct 2019,4.89
NEWTON SUITES,1 Oct 2019,5.08
NOVENA COURT,1 Oct 2019,3.06
PARK INFINIA AT WEE NAM,1 Oct 2019,4.76
WATTEN ESTATE CONDOMINIUM,1 Oct 2019,2.10
TREVOSE PARK,1 Oct 2019,2.62
LUCIDA,1 Oct 2019,3.11
GILSTEAD 38,1 Oct 2019,3.05
PARK INFINIA AT WEE NAM,1 Oct 2019,5.18
10 SHELFORD,1 Oct 2019,4.56
LINCOLN SUITES,1 Oct 2019,4.95
THOMSON EURO-ASIA,1 Oct 2019,3.84
PARK INFINIA AT WEE NAM,1 Oct 2019,4.55
SOLEIL @ SINARAN,1 Oct 2019,5.05
PASTORAL VIEW,1 Oct 2019,3.67
GILSTEAD COURT,1 Oct 2019,2.28
LINCOLN SUITES,1 Oct 2019,5.14
NEWTON IMPERIAL,1 Oct 2019,3.23
AMARYLLIS VILLE,1 Oct 2019,4.31
TREVOSE PARK,1 Oct 2019,3.29
LINCOLN SUITES,1 Oct 2019,5.11
HILLCREST ARCADIA,1 Oct 2019,1.93
TRILIGHT,1 Oct 2019,4.52
MONTEBLEU,1 Oct 2019,3.88
SOLEIL @ SINARAN,1 Oct 2019,3.79
THOMSON EURO-ASIA,1 Oct 2019,3.91
SOLEIL @ SINARAN,1 Oct 2019,5.27
L'VIV,1 Oct 2019,5.68
SHELFORD SUITES,1 Oct 2019,2.64
CUBE 8,1 Oct 2019,4.00
ROSEVALE,1 Oct 2019,2.91
MULBERRY TREE,1 Oct 2019,4.31
MOUNT ROSIE GARDEN,1 Oct 2019,2.41
NINETEEN SHELFORD ROAD,1 Oct 2019,3.20
THOMSON EURO-ASIA,1 Oct 2019,4.80
18 SHELFORD,1 Oct 2019,2.73
ROSEVALE,1 Oct 2019,2.93
LUCIDA,1 Oct 2019,4.00
LION TOWERS,1 Oct 2019,2.05
THE LINCOLN RESIDENCES,1 Oct 2019,4.15
THOMSON 800,1 Oct 2019,2.64
LINCOLN SUITES,1 Oct 2019,6.00
TRILIGHT,1 Oct 2019,4.38
NEWTON GEMS,1 Oct 2019,3.86
VIVA,1 Oct 2019,4.36
THE AXIS,1 Oct 2019,3.18
NOVENA SUITES,1 Oct 2019,4.62
6 DERBYSHIRE,1 Oct 2019,4.10
VIVA,1 Oct 2019,4.36
ROSEVALE,1 Oct 2019,2.89
AMANINDA,1 Oct 2019,3.24
HILLCREST ARCADIA,1 Oct 2019,1.84
LINCOLN SUITES,1 Oct 2019,5.56
PARK INFINIA AT WEE NAM,1 Oct 2019,4.94
ZEDGE,1 Oct 2019,4.67
POINT LOMA,1 Oct 2019,2.49
THE ARCADIA,1 Oct 2019,2.21
L'VIV,1 Oct 2019,5.58
18 SHELFORD,1 Oct 2019,2.83
ROSEVALE,1 Oct 2019,3.04
GLOUCESTER MANSIONS,1 Oct 2019,3.13
PAVILION 11,1 Oct 2019,3.58
PASTORAL VIEW,1 Oct 2019,3.29
LINCOLN SUITES,1 Oct 2019,4.76
SOLEIL @ SINARAN,1 Oct 2019,5.45
NOVENA REGENCY,1 Oct 2019,5.11
ADAM PLACE,1 Oct 2019,3.00
PAVILION 11,1 Oct 2019,3.68
M21,1 Oct 2019,3.33
SUITES @ NEWTON,1 Oct 2019,4.55
SOLEIL @ SINARAN,1 Oct 2019,6.19
SOLEIL @ SINARAN,1 Oct 2019,5.58
NOVENA COURT,1 Oct 2019,3.06
SURREY COURT,1 Oct 2019,3.73
ZEDGE,1 Oct 2019,2.86
PARK INFINIA AT WEE NAM,1 Oct 2019,4.94
WATTEN HILL,1 Oct 2019,2.00
PASTORAL VIEW,1 Oct 2019,3.75
AMARYLLIS VILLE,1 Oct 2019,4.21
THE ARCADIA,1 Oct 2019,2.27
MULBERRY TREE,1 Oct 2019,3.82
NOVENA HILL,1 Oct 2019,2.46
ADAM PARK CONDOMINIUM,1 Oct 2019,1.79
NINETEEN SHELFORD ROAD,1 Oct 2019,3.38
368 THOMSON,1 Oct 2019,4.46
NEWTON GEMS,1 Oct 2019,3.56
L'VIV,1 Oct 2019,5.58
NINETEEN SHELFORD ROAD,1 Oct 2019,2.94
26 NEWTON,1 Oct 2019,5.33
6 DERBYSHIRE,1 Oct 2019,4.18
TREVOSE PARK,1 Oct 2019,2.38
SUITES @ NEWTON,1 Oct 2019,4.18
PASADENA,1 Oct 2019,2.34
ROSEVALE,1 Oct 2019,2.76
CHANCERY ESQUIRE,1 Oct 2019,2.44
PARK INFINIA AT WEE NAM,1 Oct 2019,4.71
HILLCREST ARCADIA,1 Oct 2019,2.51
SOLEIL @ SINARAN,1 Oct 2019,5.05
SUITES @ NEWTON,1 Oct 2019,4.15
368 THOMSON,1 Oct 2019,2.86
THE ARCADIA,1 Oct 2019,1.94
NON-LANDED HOUSING DEVELOPMENT,1 Oct 2019,1.05
MONTEBLEU,1 Oct 2019,3.57
THE GLYNDEBOURNE,1 Oct 2019,3.38
MONTEBLEU,1 Oct 2019,3.48
THOMSON EURO-ASIA,1 Oct 2019,4.00
THOMSON 800,1 Oct 2019,2.89
RESIDENCES @ EVELYN,1 Oct 2019,3.78
NON-LANDED HOUSING DEVELOPMENT,1 Oct 2019,1.05
NEWTON GEMS,1 Oct 2019,3.44
THREE BUCKLEY,1 Oct 2019,3.17
NOVENA SUITES,1 Oct 2019,3.73
THOMSON 800,1 Oct 2019,2.67
THOMSON 800,1 Oct 2019,2.60
GLOUCESTER MANSIONS,1 Oct 2019,3.24
26 NEWTON,1 Oct 2019,5.78
THOMSON 800,1 Oct 2019,2.64
PARK INFINIA AT WEE NAM,1 Oct 2019,4.42
ADRIA,1 Oct 2019,4.91
TRILIGHT,1 Oct 2019,4.19
ZEDGE,1 Oct 2019,3.54
RESIDENCES @ EVELYN,1 Oct 2019,3.57
CUBE 8,1 Oct 2019,4.36
NEWTON GEMS,1 Oct 2019,3.29
26 NEWTON,1 Oct 2019,5.33
THE LINC,1 Oct 2019,3.44
VIVA,1 Oct 2019,4.96
ZEDGE,1 Oct 2019,3.65
ZEDGE,1 Oct 2019,2.95
RESIDENCES @ EVELYN,1 Oct 2019,3.55
CUBE 8,1 Oct 2019,4.71
6 DERBYSHIRE,1 Oct 2019,5.33
THE HUNTINGTON,1 Oct 2019,3.05
NEWTON GEMS,1 Oct 2019,4.28
SKY@ELEVEN,1 Oct 2019,2.25
MIRO,1 Oct 2019,3.33
SUITES @ NEWTON,1 Oct 2019,5.33
THE HUNTINGTON,1 Oct 2019,3.05
26 NEWTON,1 Oct 2019,5.56
TRILIGHT,1 Oct 2019,4.35
CUBE 8,1 Oct 2019,4.45
STRATA,1 Oct 2019,4.55
TREVOSE PARK,1 Oct 2019,3.03
ROCHELLE AT NEWTON,1 Oct 2019,4.38
8 BASSEIN,1 Oct 2019,4.44
STRATA,1 Oct 2019,3.14
MIRO,1 Oct 2019,3.11
6 DERBYSHIRE,1 Oct 2019,4.18
ROCHELLE AT NEWTON,1 Oct 2019,3.44
AMARYLLIS VILLE,1 Oct 2019,5.05
NON-LANDED HOUSING DEVELOPMENT,1 Oct 2019,3.13
NEWTON LODGE,1 Oct 2019,2.42
THE SHELFORD,1 Oct 2019,3.74
LINCOLN SUITES,1 Oct 2019,5.78
TEN @ SUFFOLK,1 Oct 2019,3.22
CUBE 8,1 Oct 2019,3.59
AMARYLLIS VILLE,1 Oct 2019,3.79
ADAM GREEN,1 Oct 2019,5.11
NON-LANDED HOUSING DEVELOPMENT,1 Oct 2019,2.38
10 SHELFORD,1 Oct 2019,3.41
GILSTEAD COURT,1 Oct 2019,2.44
THE GLYNDEBOURNE,1 Oct 2019,3.51
VILLA CHANCERITA,1 Oct 2019,2.13
SUITES @ NEWTON,1 Oct 2019,4.18
HILLCREST ARCADIA,1 Oct 2019,2.00
DUNEARN SUITES,1 Oct 2019,4.44
CUBE 8,1 Oct 2019,3.37
PARK INFINIA AT WEE NAM,1 Oct 2019,5.27
SKY@ELEVEN,1 Oct 2019,3.24
TREASURE LOFT,1 Oct 2019,1.81
TAN TONG MENG TOWER,1 Oct 2019,1.40
THE ARMADALE,1 Oct 2019,2.40
THE TREVOSE,1 Oct 2019,1.95
TRILIGHT,1 Oct 2019,3.74
NEWTON GEMS,1 Oct 2019,3.76
PAVILION 11,1 Oct 2019,3.31
368 THOMSON,1 Oct 2019,3.94
SOLEIL @ SINARAN,1 Oct 2019,5.36
THE ARMADALE,1 Oct 2019,3.53
SHELFORD SUITES,1 Oct 2019,3.44
26 NEWTON,1 Oct 2019,5.33
GILSTEAD TWO,1 Oct 2019,4.13
AMARYLLIS VILLE,1 Oct 2019,4.46
NINETEEN SHELFORD ROAD,1 Oct 2019,3.23
THE SHELFORD,1 Oct 2019,4.86
6 DERBYSHIRE,1 Oct 2019,5.44
MULBERRY TREE,1 Oct 2019,4.62
TREVOSE PARK,1 Oct 2019,2.88
PARK INFINIA AT WEE NAM,1 Oct 2019,5.18
THOMSON 800,1 Oct 2019,2.63
AMARYLLIS VILLE,1 Oct 2019,4.32
THREE BUCKLEY,1 Oct 2019,3.11
NOVENA REGENCY,1 Oct 2019,4.21
PARK INFINIA AT WEE NAM,1 Oct 2019,5.76
NEWTON IMPERIAL,1 Oct 2019,2.97
THE SHELFORD,1 Oct 2019,3.31
NEWTON ONE,1 Oct 2019,4.08
NEWTON 18,1 Oct 2019,3.79
NINETEEN SHELFORD ROAD,1 Oct 2019,3.05
LUCIDA,1 Oct 2019,3.62
PAVILION 11,1 Oct 2019,3.68
LINCOLN SUITES,1 Oct 2019,5.00
VISIN APARTMENTS,1 Oct 2019,2.86
EVELYN MANSIONS,1 Oct 2019,3.29
THOMSON EURO-ASIA,1 Oct 2019,3.60
SOLEIL @ SINARAN,1 Oct 2019,3.79
M21,1 Oct 2019,2.90
SOLEIL @ SINARAN,1 Oct 2019,6.15
368 THOMSON,1 Oct 2019,3.77
AMARYLLIS VILLE,1 Oct 2019,4.63
PASTORAL VIEW,1 Oct 2019,3.00
NEWTON ONE,1 Oct 2019,3.84
D'EVELYN,1 Oct 2019,4.00
PARK INFINIA AT WEE NAM,1 Oct 2019,5.09
368 THOMSON,1 Oct 2019,3.65
CUBE 8,1 Oct 2019,3.82
PARK INFINIA AT WEE NAM,1 Oct 2019,4.41
NON-LANDED HOUSING DEVELOPMENT,1 Oct 2019,3.18
LINCOLN SUITES,1 Oct 2019,4.57
NEWTON IMPERIAL,1 Oct 2019,3.31
SKY@ELEVEN,1 Oct 2019,3.56
THOMSON EURO-ASIA,1 Oct 2019,3.76
PASTORAL VIEW,1 Oct 2019,2.97
NEWTON GEMS,1 Oct 2019,3.35
SOLEIL @ SINARAN,1 Oct 2019,5.16
AMARYLLIS VILLE,1 Oct 2019,3.92
TRILIGHT,1 Oct 2019,2.43
RESIDENCES @ EVELYN,1 Oct 2019,3.48
M21,1 Oct 2019,3.20
L'VIV,1 Oct 2019,4.62
THE TREVOSE,1 Oct 2019,4.24
SOLEIL @ SINARAN,1 Oct 2019,4.55
SOLEIL @ SINARAN,1 Oct 2019,4.46
WATTEN HILL,1 Oct 2019,1.89
HILLCREST ARCADIA,1 Oct 2019,1.93
368 THOMSON,1 Oct 2019,3.65
ZEDGE,1 Oct 2019,3.68
STRATA,1 Oct 2019,4.73
MANDALE HEIGHTS,1 Oct 2019,4.00
AMARYLLIS VILLE,1 Oct 2019,3.03
SKY@ELEVEN,1 Oct 2019,3.33
THE SPRINGS,1 Oct 2019,3.26
NON-LANDED HOUSING DEVELOPMENT,1 Oct 2019,3.43
NEWTON GEMS,1 Oct 2019,3.43
TREVOSE PARK,1 Oct 2019,2.85
TRILIGHT,1 Oct 2019,3.53
SURREY COURT,1 Oct 2019,1.94
CUBE 8,1 Oct 2019,3.65
BASSEIN COURT,1 Oct 2019,2.15
NOVENA LODGE,1 Oct 2019,3.05
6 DERBYSHIRE,1 Oct 2019,4.27
1 MOULMEIN RISE,1 Oct 2019,4.16
6 DERBYSHIRE,1 Oct 2019,4.73
GOLDHILL TOWERS,1 Oct 2019,2.65
BUCKLEY CLASSIQUE,1 Oct 2019,4.21
SOLEIL @ SINARAN,1 Oct 2019,5.45
NEWTON SUITES,1 Oct 2019,5.85
CUBE 8,1 Oct 2019,3.21
MOUNT ROSIE GARDEN,1 Oct 2019,2.14
LUCIDA,1 Oct 2019,3.24
MIRO,1 Oct 2019,4.74
NEWTON SUITES,1 Oct 2019,5.07
GILSTEAD MANSION,1 Oct 2019,2.12
MANDALE HEIGHTS,1 Oct 2019,2.76
8 BASSEIN,1 Oct 2019,4.44
NOVENA SUITES,1 Oct 2019,4.35
SKY@ELEVEN,1 Oct 2019,3.56
NOVENA REGENCY,1 Oct 2019,4.00
SUITES @ NEWTON,1 Oct 2019,2.81
SOLEIL @ SINARAN,1 Oct 2019,5.09
PASTORAL VIEW,1 Oct 2019,3.75
EVELYN MANSIONS,1 Oct 2019,3.29
DERBYSHIRE HEIGHTS,1 Oct 2019,2.45
TRILIGHT,1 Oct 2019,5.05
IRIDIUM,1 Oct 2019,3.33
LINCOLN SUITES,1 Oct 2019,6.33
