Project Name,Date,Rental psf
LLOYD SIXTYFIVE,1 Jan 2023,6.59
MACKENZIE REGENCY,1 Jan 2023,4.58
8 @ MOUNT SOPHIA,1 Jan 2023,5.29
THE TATE RESIDENCES,1 Jan 2023,5.56
YONG AN PARK,1 Jan 2023,5.51
WHARTON VALE,1 Jan 2023,6.46
JIA,1 Jan 2023,4.39
WATERSCAPE AT CAVENAGH,1 Jan 2023,4.44
THE QUAYSIDE,1 Jan 2023,4.52
SOPHIA CREST,1 Jan 2023,5.04
THE PIER AT ROBERTSON,1 Jan 2023,6.31
MARTIN PLACE RESIDENCES,1 Jan 2023,6.00
SOPHIA HILLS,1 Jan 2023,3.85
VIDA,1 Jan 2023,7.27
WATERSCAPE AT CAVENAGH,1 Jan 2023,5.73
OLEANAS RESIDENCE,1 Jan 2023,3.23
ELIZABETH TOWER,1 Jan 2023,1.71
PARC MACKENZIE,1 Jan 2023,4.42
THE COSMOPOLITAN,1 Jan 2023,6.09
THE IMPERIAL,1 Jan 2023,4.71
THE LAURELS,1 Jan 2023,6.52
LANGSTON VILLE,1 Jan 2023,3.68
THE COSMOPOLITAN,1 Jan 2023,7.39
MIRAGE TOWER,1 Jan 2023,4.41
GRANGE HEIGHTS,1 Jan 2023,3.49
SOPHIA LODGE,1 Jan 2023,5.24
LE WILKIE,1 Jan 2023,5.29
LIV ON WILKIE,1 Jan 2023,4.36
WILKIE 80,1 Jan 2023,6.22
THE WHARF RESIDENCE,1 Jan 2023,6.67
NEWTON EDGE,1 Jan 2023,5.38
LA CRYSTAL,1 Jan 2023,4.21
2 RVG,1 Jan 2023,2.73
PARC SOPHIA,1 Jan 2023,5.33
THE LUMOS,1 Jan 2023,7.14
ESPADA,1 Jan 2023,8.89
WILKIE 80,1 Jan 2023,6.00
WILKIE COURT,1 Jan 2023,5.29
SOPHIA HILLS,1 Jan 2023,4.55
VALLEY LODGE,1 Jan 2023,2.97
MARTIN PLACE RESIDENCES,1 Jan 2023,6.46
8 @ MOUNT SOPHIA,1 Jan 2023,3.88
OUE TWIN PEAKS,1 Jan 2023,8.18
LEONIE SUITES,1 Jan 2023,5.54
THE COSMOPOLITAN,1 Jan 2023,5.48
ST THOMAS VILLE,1 Jan 2023,5.71
ASPEN HEIGHTS,1 Jan 2023,5.52
THE LIGHT @ CAIRNHILL,1 Jan 2023,5.92
ELIZABETH TOWER,1 Jan 2023,2.83
MARTIN PLACE RESIDENCES,1 Jan 2023,6.00
MARTIN PLACE RESIDENCES,1 Jan 2023,9.45
UP@ROBERTSON QUAY,1 Jan 2023,7.33
UE SQUARE,1 Jan 2023,4.35
8 @ MOUNT SOPHIA,1 Jan 2023,5.65
PATERSON RESIDENCE,1 Jan 2023,5.45
THE METZ,1 Jan 2023,6.67
SCOTTS SQUARE,1 Jan 2023,7.20
SCOTTS SQUARE,1 Jan 2023,6.24
CAVENAGH GARDENS,1 Jan 2023,3.79
HORIZON TOWERS,1 Jan 2023,3.80
THE RISE @ OXLEY - RESIDENCES,1 Jan 2023,7.78
RIVA LODGE,1 Dec 2022,4.35
OUE TWIN PEAKS,1 Dec 2022,9.09
NEWTON EDGE,1 Dec 2022,4.84
VIVACE,1 Dec 2022,9.60
ONE OXLEY RISE,1 Dec 2022,6.67
ASPEN HEIGHTS,1 Dec 2022,4.07
LUCKY PLAZA APARTMENTS,1 Dec 2022,5.29
THE TATE RESIDENCES,1 Dec 2022,5.58
HORIZON TOWERS,1 Dec 2022,2.81
LEONIE CONDOTEL,1 Dec 2022,4.55
ASPEN HEIGHTS,1 Dec 2022,5.16
OLEANAS RESIDENCE,1 Dec 2022,5.35
PATERSON SUITES,1 Dec 2022,6.29
LANGSTON VILLE,1 Dec 2022,7.37
SUITES AT ORCHARD,1 Dec 2022,6.15
URBAN SUITES,1 Dec 2022,6.67
THE ORCHARD RESIDENCES,1 Dec 2022,9.53
SUITES AT ORCHARD,1 Dec 2022,4.10
ESPADA,1 Dec 2022,10.29
RIVERGATE,1 Dec 2022,6.95
8 @ MOUNT SOPHIA,1 Dec 2022,4.48
ASPEN HEIGHTS,1 Dec 2022,4.52
OUE TWIN PEAKS,1 Dec 2022,8.73
CAIRNHILL CREST,1 Dec 2022,2.87
SAPPHIRE 99,1 Dec 2022,4.21
BELLE VUE RESIDENCES,1 Dec 2022,5.13
ROBERTSON 100,1 Dec 2022,6.00
RESIDENCES @ KILLINEY,1 Dec 2022,7.14
PATERSON SUITES,1 Dec 2022,6.42
OUE TWIN PEAKS,1 Dec 2022,9.09
KILLINEY 118,1 Dec 2022,7.27
URBAN SUITES,1 Dec 2022,6.83
2 RVG,1 Dec 2022,4.24
ST THOMAS SUITES,1 Dec 2022,5.85
SCOTTS 28,1 Dec 2022,5.06
BELLE VUE RESIDENCES,1 Dec 2022,4.22
THE CENTREPOINT,1 Dec 2022,7.62
8 SAINT THOMAS,1 Dec 2022,9.65
THE BEAUMONT,1 Dec 2022,4.80
THE WHARF RESIDENCE,1 Dec 2022,6.55
OLEANAS RESIDENCE,1 Dec 2022,6.13
VISIONCREST,1 Dec 2022,5.05
PARC SOPHIA,1 Dec 2022,5.85
WATERSCAPE AT CAVENAGH,1 Dec 2022,5.41
ORCHARD COURT,1 Dec 2022,3.55
THE VERV @ RV,1 Dec 2022,6.00
THE BOTANIC ON LLOYD,1 Dec 2022,6.90
THE BAYRON,1 Dec 2022,5.39
SOPHIA HILLS,1 Dec 2022,6.80
ASPEN HEIGHTS,1 Dec 2022,5.16
DEVONSHIRE RESIDENCES,1 Dec 2022,5.82
RESIDENCES @ KILLINEY,1 Dec 2022,6.67
THE LAURELS,1 Dec 2022,7.29
RIVERGATE,1 Dec 2022,5.71
1919,1 Dec 2022,6.00
WILKIE REGENCY,1 Dec 2022,6.13
DEVONSHIRE RESIDENCES,1 Dec 2022,5.12
THE SCOTTS TOWER,1 Dec 2022,8.00
RESIDENCES @ KILLINEY,1 Dec 2022,6.67
LEONIE CONDOTEL,1 Dec 2022,3.64
CITYVALE,1 Dec 2022,4.86
FRASER RESIDENCE ORCHARD SINGAPORE,1 Dec 2022,11.71
SKYLINE 360 @ SAINT THOMAS WALK,1 Dec 2022,5.58
ASPEN HEIGHTS,1 Dec 2022,4.67
THE SUITES AT CENTRAL,1 Dec 2022,6.76
CAIRNHILL NINE,1 Dec 2022,8.27
OUE TWIN PEAKS,1 Dec 2022,7.27
SOPHIA HILLS,1 Dec 2022,4.55
LEONIE TOWERS,1 Dec 2022,4.06
THE TRILLIUM,1 Dec 2022,4.86
SOPHIA HILLS,1 Dec 2022,8.18
OLEANAS RESIDENCE,1 Dec 2022,4.24
TRIBECA,1 Dec 2022,8.18
ASPEN HEIGHTS,1 Dec 2022,4.81
OUE TWIN PEAKS,1 Dec 2022,8.33
ESTILO,1 Dec 2022,4.91
YONG AN PARK,1 Dec 2022,4.67
MACKENZIE 88,1 Dec 2022,3.89
WATERSCAPE AT CAVENAGH,1 Dec 2022,5.16
HORIZON TOWERS,1 Dec 2022,5.16
SUITES AT ORCHARD,1 Dec 2022,7.27
SOPHIA HILLS,1 Dec 2022,7.27
SOPHIA RESIDENCE,1 Dec 2022,5.85
SUITES AT ORCHARD,1 Dec 2022,7.60
PARC SOPHIA,1 Dec 2022,4.74
THE LAURELS,1 Dec 2022,7.43
UP@ROBERTSON QUAY,1 Dec 2022,7.73
LLOYD SIXTYFIVE,1 Dec 2022,8.57
RV POINT,1 Dec 2022,7.56
ASPEN HEIGHTS,1 Dec 2022,5.22
PARC EMILY,1 Dec 2022,7.09
DEVONSHIRE RESIDENCES,1 Dec 2022,6.18
HIGH POINT,1 Dec 2022,3.29
SOPHIA RESIDENCE,1 Dec 2022,6.13
DEVONSHIRE BUILDING,1 Dec 2022,3.82
ONE DEVONSHIRE,1 Dec 2022,7.89
NOMU,1 Dec 2022,7.33
THE SCOTTS TOWER,1 Dec 2022,6.22
VISIONCREST,1 Dec 2022,5.79
KILLINEY 118,1 Dec 2022,6.62
THE PEAK @ CAIRNHILL I,1 Dec 2022,6.36
ASPEN HEIGHTS,1 Dec 2022,6.47
THE MARQ ON PATERSON HILL,1 Dec 2022,15.41
STARLIGHT SUITES,1 Dec 2022,8.18
UE SQUARE,1 Dec 2022,4.87
VISIONCREST,1 Dec 2022,6.32
HIJAUAN,1 Dec 2022,6.18
RIVERGATE,1 Dec 2022,6.13
BELLE VUE RESIDENCES,1 Dec 2022,6.30
OUE TWIN PEAKS,1 Dec 2022,7.64
RESIDENCES @ KILLINEY,1 Dec 2022,6.67
DEVONSHIRE RESIDENCES,1 Dec 2022,6.36
RIVERGATE,1 Dec 2022,7.93
THE BEAUMONT,1 Dec 2022,2.82
336 RIVER VALLEY,1 Dec 2022,3.16
ROBERTSON BLUE,1 Dec 2022,5.60
LEONIE CONDOTEL,1 Dec 2022,3.60
THE CENTREPOINT,1 Dec 2022,7.18
THE CATHAY RESIDENCE,1 Dec 2022,5.77
THE WHARF RESIDENCE,1 Dec 2022,6.00
RIVERGATE,1 Dec 2022,6.86
HORIZON TOWERS,1 Dec 2022,3.83
OLEANAS RESIDENCE,1 Dec 2022,6.00
CAIRNHILL PLAZA,1 Dec 2022,4.21
SOPHIA HILLS,1 Dec 2022,7.69
OLEANAS RESIDENCE,1 Dec 2022,5.22
DEVONSHIRE RESIDENCES,1 Dec 2022,5.82
LEONIE CONDOTEL,1 Dec 2022,3.50
SOPHIA FLATS,1 Dec 2022,7.78
HORIZON TOWERS,1 Dec 2022,2.77
NEWTON EDGE,1 Dec 2022,7.89
MACKENZIE 138,1 Dec 2022,4.20
8 @ MOUNT SOPHIA,1 Dec 2022,5.53
ESPADA,1 Dec 2022,7.27
URBANA,1 Dec 2022,6.89
ORCHARD SCOTTS,1 Dec 2022,7.68
SCOTTS SQUARE,1 Dec 2022,7.69
LEONIE TOWERS,1 Dec 2022,4.07
HIGH POINT,1 Dec 2022,2.44
MOUNT SOPHIA SUITES,1 Dec 2022,8.00
SOPHIA CREST,1 Dec 2022,3.60
8 @ MOUNT SOPHIA,1 Dec 2022,5.56
CAVENAGH FORTUNA,1 Dec 2022,4.31
OUE TWIN PEAKS,1 Dec 2022,8.00
ORCHARD SCOTTS,1 Dec 2022,5.33
RIVERGATE,1 Dec 2022,7.90
WATERSCAPE AT CAVENAGH,1 Dec 2022,5.81
MACKENZIE 88,1 Dec 2022,5.88
HILLTOPS,1 Dec 2022,6.86
SKYLINE 360 @ SAINT THOMAS WALK,1 Dec 2022,6.29
SCOTTS SQUARE,1 Dec 2022,9.23
SOPHIA HILLS,1 Dec 2022,6.36
PARC EMILY,1 Dec 2022,4.96
THE VERMONT ON CAIRNHILL,1 Dec 2022,5.86
THE LAURELS,1 Dec 2022,8.59
ESPADA,1 Dec 2022,7.38
THE ORCHARD RESIDENCES,1 Dec 2022,10.20
SOPHIA RESIDENCE,1 Dec 2022,5.63
WATERSCAPE AT CAVENAGH,1 Dec 2022,4.65
NEWTON EDGE,1 Dec 2022,7.09
THE BOUTIQ,1 Dec 2022,6.84
SOPHIA HILLS,1 Dec 2022,6.84
LIV ON WILKIE,1 Dec 2022,7.89
NEW FUTURA,1 Dec 2022,9.33
CAIRNHILL CREST,1 Dec 2022,4.47
1919,1 Dec 2022,6.92
OUE TWIN PEAKS,1 Dec 2022,7.09
CAVENAGH LODGE,1 Dec 2022,3.03
DELFI ORCHARD,1 Dec 2022,4.52
ESPADA,1 Dec 2022,10.29
SUITES AT ORCHARD,1 Dec 2022,7.09
SOPHIA HILLS,1 Dec 2022,6.67
MIRAGE TOWER,1 Dec 2022,4.80
RIVERGATE,1 Dec 2022,5.94
HIJAUAN,1 Dec 2022,3.81
VISIONCREST,1 Dec 2022,5.44
TRIBECA,1 Dec 2022,7.04
PARC EMILY,1 Dec 2022,6.00
SOPHIA LODGE,1 Dec 2022,4.55
ESPADA,1 Dec 2022,10.00
ESPADA,1 Dec 2022,11.14
TRIBECA,1 Dec 2022,7.82
THE BOUTIQ,1 Dec 2022,2.98
WATERSCAPE AT CAVENAGH,1 Dec 2022,4.44
8 @ MOUNT SOPHIA,1 Dec 2022,3.47
LIV ON SOPHIA,1 Dec 2022,5.33
LEONIE GARDENS,1 Dec 2022,4.29
LIV ON SOPHIA,1 Dec 2022,6.73
VISIONCREST,1 Dec 2022,6.47
DEVONSHIRE RESIDENCES,1 Dec 2022,7.27
MACKENZIE 88,1 Dec 2022,8.11
CAIRNHILL NINE,1 Dec 2022,9.33
MARTIN NO 38,1 Dec 2022,6.21
PARC SOPHIA,1 Dec 2022,5.56
MOUNT SOPHIA SUITES,1 Dec 2022,5.38
THE WHARF RESIDENCE,1 Dec 2022,7.62
CENTENNIA SUITES,1 Dec 2022,6.89
PATERSON SUITES,1 Dec 2022,4.67
PARC EMILY,1 Dec 2022,4.57
PARC MACKENZIE,1 Dec 2022,2.69
LUMA,1 Dec 2022,5.47
CLAREMONT,1 Dec 2022,5.58
ELIZABETH TOWER,1 Dec 2022,2.19
THE PIER AT ROBERTSON,1 Dec 2022,6.00
HELIOS RESIDENCES,1 Dec 2022,6.09
THE LAURELS,1 Dec 2022,8.18
THE RISE @ OXLEY - RESIDENCES,1 Dec 2022,6.67
ASPEN HEIGHTS,1 Dec 2022,5.93
WATERFORD RESIDENCE,1 Dec 2022,5.56
LEONIE HILL RESIDENCES,1 Dec 2022,6.30
OXLEY GARDEN,1 Dec 2022,3.87
THE BAYRON,1 Dec 2022,4.76
CASA CAIRNHILL,1 Dec 2022,3.23
WATERFORD RESIDENCE,1 Dec 2022,5.56
THE SCOTTS TOWER,1 Dec 2022,7.69
DEVONSHIRE RESIDENCES,1 Dec 2022,6.73
OUE TWIN PEAKS,1 Dec 2022,8.18
THE LIGHT @ CAIRNHILL,1 Dec 2022,5.04
ASPEN HEIGHTS,1 Dec 2022,5.33
UE SQUARE,1 Dec 2022,4.30
WATERSCAPE AT CAVENAGH,1 Dec 2022,4.72
UE SQUARE,1 Dec 2022,3.58
THE QUAYSIDE,1 Dec 2022,4.30
VILLE ROYALE,1 Dec 2022,3.90
THE SCOTTS TOWER,1 Dec 2022,7.98
MIRAGE TOWER,1 Dec 2022,3.43
ST THOMAS SUITES,1 Dec 2022,6.79
HILLTOPS,1 Dec 2022,7.60
PARC EMILY,1 Dec 2022,4.57
THE RISE @ OXLEY - RESIDENCES,1 Dec 2022,6.46
ROBERTSON 100,1 Dec 2022,7.06
ESPADA,1 Dec 2022,6.77
ILLUMINAIRE ON DEVONSHIRE,1 Dec 2022,9.33
HIJAUAN,1 Dec 2022,5.26
YONG AN PARK,1 Dec 2022,3.21
URBAN SUITES,1 Dec 2022,8.10
HIGH POINT,1 Dec 2022,3.73
VISIONCREST,1 Dec 2022,6.11
ROBERTSON 100,1 Dec 2022,4.75
WILKIE REGENCY,1 Dec 2022,4.27
8 SAINT THOMAS,1 Dec 2022,7.26
THE LAURELS,1 Dec 2022,5.35
WILKIE VALE,1 Dec 2022,3.39
HILLTOPS,1 Dec 2022,8.39
CAVENAGH GARDENS,1 Dec 2022,4.61
SOPHIA RESIDENCE,1 Dec 2022,5.70
THE BOUTIQ,1 Dec 2022,5.88
OXLEY GARDEN,1 Dec 2022,3.24
CAIRNHILL CREST,1 Dec 2022,4.53
UE SQUARE,1 Dec 2022,4.73
ELIZABETH TOWER,1 Dec 2022,1.34
YONG AN PARK,1 Dec 2022,4.06
THE BOUTIQ,1 Dec 2022,7.06
8 @ MOUNT SOPHIA,1 Dec 2022,4.59
THE MORNINGSIDE,1 Dec 2022,4.49
HULLET RISE,1 Dec 2022,5.20
ST THOMAS SUITES,1 Dec 2022,6.78
ELIZABETH HEIGHTS,1 Dec 2022,3.14
LUMA,1 Dec 2022,5.89
THE MKZ,1 Dec 2022,6.67
THE WHARF RESIDENCE,1 Dec 2022,6.86
LUMA,1 Dec 2022,6.67
8 RODYK,1 Dec 2022,6.40
THE COSMOPOLITAN,1 Dec 2022,6.35
LUCKY PLAZA APARTMENTS,1 Dec 2022,5.65
SCOTTS 28,1 Dec 2022,5.06
NON-LANDED HOUSING DEVELOPMENT,1 Dec 2022,4.00
VISIONCREST,1 Dec 2022,4.47
PARC EMILY,1 Dec 2022,5.41
SCOTTS 28,1 Dec 2022,4.55
UP@ROBERTSON QUAY,1 Dec 2022,8.00
UE SQUARE,1 Dec 2022,5.52
8 @ MOUNT SOPHIA,1 Dec 2022,4.95
THE PIER AT ROBERTSON,1 Dec 2022,6.95
NON-LANDED HOUSING DEVELOPMENT,1 Dec 2022,6.67
CENTENNIA SUITES,1 Dec 2022,4.86
OXLEY MANSION,1 Dec 2022,4.00
THE PIER AT ROBERTSON,1 Dec 2022,6.00
PARC EMILY,1 Dec 2022,4.80
RIVERGATE,1 Dec 2022,8.00
MARTIN PLACE RESIDENCES,1 Dec 2022,4.63
ATTITUDE AT KIM YAM,1 Dec 2022,8.57
CAVENAGH HOUSE,1 Dec 2022,2.55
LEONIE GARDENS,1 Dec 2022,5.60
DEVONSHIRE RESIDENCES,1 Dec 2022,8.89
OUE TWIN PEAKS,1 Dec 2022,8.55
LIV ON WILKIE,1 Dec 2022,5.91
ASPEN HEIGHTS,1 Dec 2022,5.04
THE REGALIA,1 Dec 2022,3.12
THE SUITES AT CENTRAL,1 Dec 2022,6.11
THE PIER AT ROBERTSON,1 Dec 2022,6.40
THE PIER AT ROBERTSON,1 Dec 2022,6.00
CAIRNHILL PLAZA,1 Dec 2022,3.56
MARTIN NO 38,1 Dec 2022,7.16
WATERMARK ROBERTSON QUAY,1 Dec 2022,5.93
REIGNWOOD HAMILTON SCOTTS,1 Dec 2022,6.18
OLEANAS RESIDENCE,1 Dec 2022,4.64
UE SQUARE,1 Dec 2022,4.76
2 RVG,1 Dec 2022,5.38
KIM SIA COURT,1 Dec 2022,3.33
8 @ MOUNT SOPHIA,1 Dec 2022,5.29
THE QUAYSIDE,1 Dec 2022,4.68
CAVENAGH LODGE,1 Dec 2022,3.59
URBAN SUITES,1 Dec 2022,5.85
SCOTTS SQUARE,1 Dec 2022,7.62
REIGNWOOD HAMILTON SCOTTS,1 Dec 2022,5.82
ESPADA,1 Dec 2022,6.77
THE PIER AT ROBERTSON,1 Dec 2022,8.00
CENTENNIA SUITES,1 Dec 2022,4.44
THE PEAK @ CAIRNHILL II,1 Dec 2022,7.76
MIRAGE TOWER,1 Dec 2022,3.92
THE CENTREPOINT,1 Dec 2022,7.18
KIM SIA COURT,1 Dec 2022,3.14
OUE TWIN PEAKS,1 Dec 2022,9.45
CAVENAGH FORTUNA,1 Dec 2022,5.27
UE SQUARE,1 Dec 2022,3.81
WATERSCAPE AT CAVENAGH,1 Dec 2022,4.67
SOPHIA RESIDENCE,1 Dec 2022,5.56
LEONIE GARDENS,1 Dec 2022,3.43
ESPADA,1 Dec 2022,10.86
CENTENNIA SUITES,1 Dec 2022,5.78
PATERSON RESIDENCE,1 Dec 2022,5.07
THE SCOTTS TOWER,1 Dec 2022,8.31
MOUNT SOPHIA SUITES,1 Dec 2022,6.15
SOPHIA HILLS,1 Dec 2022,7.27
PATERSON SUITES,1 Dec 2022,6.67
LEONIE TOWERS,1 Dec 2022,4.00
336 RIVER VALLEY,1 Dec 2022,2.58
THE BOTANIC ON LLOYD,1 Dec 2022,6.45
SOPHIA RESIDENCE,1 Dec 2022,5.43
TRIBECA,1 Dec 2022,6.36
THE PIER AT ROBERTSON,1 Dec 2022,6.67
CAIRNHILL CREST,1 Dec 2022,4.82
THE COSMOPOLITAN,1 Dec 2022,5.70
VISIONCREST,1 Dec 2022,6.32
CAIRNHILL NINE,1 Dec 2022,7.05
WATERMARK ROBERTSON QUAY,1 Dec 2022,5.89
HILLTOPS,1 Dec 2022,9.93
WATERFORD RESIDENCE,1 Dec 2022,5.63
THE PIER AT ROBERTSON,1 Dec 2022,5.57
VIDA,1 Dec 2022,5.59
NOMU,1 Dec 2022,4.77
THE PIER AT ROBERTSON,1 Dec 2022,4.64
SUITES AT ORCHARD,1 Dec 2022,6.91
THE METZ,1 Dec 2022,6.48
CAIRNHILL PLAZA,1 Dec 2022,3.51
KIM SIA COURT,1 Dec 2022,3.43
LEONIE CONDOTEL,1 Dec 2022,4.18
ESPADA,1 Dec 2022,6.15
ESTILO,1 Dec 2022,6.55
SKYLINE 360 @ SAINT THOMAS WALK,1 Dec 2022,6.57
ROBERTSON 100,1 Dec 2022,6.59
PARC EMILY,1 Dec 2022,4.76
ASPEN LINQ,1 Dec 2022,5.56
URBANA,1 Dec 2022,6.41
SOPHIA RESIDENCE,1 Dec 2022,3.70
NIVEN SUITES,1 Dec 2022,6.44
THE VERMONT ON CAIRNHILL,1 Dec 2022,5.76
STARLIGHT SUITES,1 Dec 2022,4.48
WATERSCAPE AT CAVENAGH,1 Dec 2022,6.09
THE PIER AT ROBERTSON,1 Dec 2022,6.00
TRIBECA,1 Dec 2022,3.48
KIM SIA COURT,1 Dec 2022,3.33
NON-LANDED HOUSING DEVELOPMENT,1 Dec 2022,4.12
RIVERGATE,1 Dec 2022,6.58
THE MKZ,1 Dec 2022,4.18
CAIRNHILL NINE,1 Dec 2022,8.10
THE WHARF RESIDENCE,1 Dec 2022,6.86
HILLTOPS,1 Dec 2022,9.03
TEOCHEW SAIHO RESIDENCE,1 Dec 2022,6.64
WATERSCAPE AT CAVENAGH,1 Dec 2022,4.71
MIRAGE TOWER,1 Dec 2022,7.27
ROBERTSON EDGE,1 Dec 2022,8.44
8 SAINT THOMAS,1 Dec 2022,7.64
UE SQUARE,1 Dec 2022,4.52
BELLE VUE RESIDENCES,1 Dec 2022,4.10
THE BEAUMONT,1 Dec 2022,3.68
THE BOTANIC ON LLOYD,1 Dec 2022,5.26
THE PIER AT ROBERTSON,1 Dec 2022,7.23
ESPADA,1 Dec 2022,10.00
ROBERTSON EDGE,1 Dec 2022,8.67
THE PEAK @ CAIRNHILL II,1 Dec 2022,6.32
MIRAGE TOWER,1 Dec 2022,6.73
HELIOS RESIDENCES,1 Dec 2022,4.57
RIVERGATE,1 Dec 2022,6.36
DEVONSHIRE RESIDENCES,1 Dec 2022,11.57
SUITES AT ORCHARD,1 Dec 2022,6.60
ILLUMINAIRE ON DEVONSHIRE,1 Dec 2022,9.33
SKYLINE @ ORCHARD BOULEVARD,1 Dec 2022,6.63
UE SQUARE,1 Dec 2022,4.52
LEONIE HILL RESIDENCES,1 Dec 2022,4.97
ESPADA,1 Dec 2022,7.27
SKYLINE @ ORCHARD BOULEVARD,1 Dec 2022,8.10
YONG AN PARK,1 Dec 2022,3.71
THE CATHAY RESIDENCE,1 Dec 2022,6.26
THE WHARF RESIDENCE,1 Dec 2022,7.62
LEONIE CONDOTEL,1 Dec 2022,4.07
LA CRYSTAL,1 Dec 2022,5.44
MARTIN MODERN,1 Dec 2022,10.41
CLAREMONT,1 Dec 2022,4.70
TIARA,1 Dec 2022,6.56
URBAN SUITES,1 Dec 2022,4.97
SOPHIA RESIDENCE,1 Dec 2022,4.48
OXLEY GARDEN,1 Dec 2022,3.82
OXLEY EDGE,1 Dec 2022,7.11
8 SAINT THOMAS,1 Dec 2022,8.24
NON-LANDED HOUSING DEVELOPMENT,1 Dec 2022,8.36
CAIRNHILL RESIDENCES,1 Dec 2022,6.63
RICHMOND PARK,1 Dec 2022,6.40
MARTIN PLACE RESIDENCES,1 Dec 2022,9.09
UE SQUARE,1 Dec 2022,6.18
RIVERGATE,1 Dec 2022,8.29
THE COSMOPOLITAN,1 Dec 2022,6.89
THE VERMONT ON CAIRNHILL,1 Dec 2022,8.18
ST THOMAS SUITES,1 Dec 2022,5.57
CLAYMORE PLAZA,1 Dec 2022,5.33
CENTENNIA SUITES,1 Dec 2022,6.22
1919,1 Dec 2022,6.18
VILLE ROYALE,1 Dec 2022,4.55
GRANGE HEIGHTS,1 Dec 2022,3.68
THE BAYRON,1 Dec 2022,5.14
PARC SOPHIA,1 Dec 2022,6.67
GRANGE HEIGHTS,1 Dec 2022,4.33
HILLTOPS,1 Dec 2022,8.15
THE BEAUMONT,1 Dec 2022,3.20
VIDA,1 Dec 2022,7.64
LEONIE HILL RESIDENCES,1 Dec 2022,4.81
ASPEN HEIGHTS,1 Dec 2022,5.41
TRIBECA,1 Dec 2022,6.73
ASPEN HEIGHTS,1 Dec 2022,4.48
THE INSPIRA,1 Dec 2022,6.11
THE LAURELS,1 Dec 2022,7.27
PARC EMILY,1 Dec 2022,4.77
THE TRILLIUM,1 Dec 2022,4.81
ROBERTSON BLUE,1 Dec 2022,4.05
MACKENZIE 88,1 Dec 2022,6.36
VIDA,1 Dec 2022,6.07
THE TRILLIUM,1 Dec 2022,4.22
THE SUITES AT CENTRAL,1 Dec 2022,7.54
UE SQUARE,1 Dec 2022,4.96
URBAN RESORT CONDOMINIUM,1 Dec 2022,5.58
WATERSCAPE AT CAVENAGH,1 Dec 2022,4.35
CAVENAGH LODGE,1 Dec 2022,3.70
PARC EMILY,1 Dec 2022,5.95
RIVERDALE RESIDENCE,1 Dec 2022,4.78
SKYPARK,1 Dec 2022,4.93
KIM SIA COURT,1 Dec 2022,3.52
WATERSCAPE AT CAVENAGH,1 Dec 2022,6.91
PARC EMILY,1 Dec 2022,5.45
WATERFORD RESIDENCE,1 Dec 2022,5.78
MACKENZIE 88,1 Dec 2022,8.67
WATERSCAPE AT CAVENAGH,1 Dec 2022,7.64
MIRAGE TOWER,1 Dec 2022,6.91
THE LIGHT @ CAIRNHILL,1 Dec 2022,5.60
ESPADA,1 Dec 2022,6.92
ELIZABETH TOWER,1 Dec 2022,5.25
WILKIE APARTMENTS,1 Dec 2022,5.28
HORIZON TOWERS,1 Dec 2022,3.66
SUITES @ CAIRNHILL,1 Dec 2022,5.48
SOPHIA HILLS,1 Dec 2022,6.27
KILLINEY 118,1 Dec 2022,6.32
OUE TWIN PEAKS,1 Dec 2022,8.18
THE RISE @ OXLEY - RESIDENCES,1 Dec 2022,7.38
THE SCOTTS TOWER,1 Dec 2022,7.06
OUE TWIN PEAKS,1 Dec 2022,7.09
PARC EMILY,1 Dec 2022,6.91
THE PEAK @ CAIRNHILL II,1 Dec 2022,6.00
PARC SOPHIA,1 Dec 2022,5.53
THE PEAK @ CAIRNHILL II,1 Dec 2022,6.35
WATERSCAPE AT CAVENAGH,1 Dec 2022,5.19
NON-LANDED HOUSING DEVELOPMENT,1 Dec 2022,3.88
ROBERTSON EDGE,1 Dec 2022,8.00
SOPHIA HILLS,1 Dec 2022,7.82
PARC EMILY,1 Dec 2022,4.96
URBAN SUITES,1 Dec 2022,5.00
THE METZ,1 Dec 2022,6.64
WILKIE 80,1 Dec 2022,6.00
VISIONCREST,1 Dec 2022,6.32
OUE TWIN PEAKS,1 Dec 2022,7.64
ONE DEVONSHIRE,1 Dec 2022,7.89
STARLIGHT SUITES,1 Dec 2022,8.18
RESIDENCES @ KILLINEY,1 Dec 2022,7.14
SOPHIA FLATS,1 Dec 2022,7.56
THE RISE @ OXLEY - RESIDENCES,1 Dec 2022,8.92
CAIRNHILL NINE,1 Dec 2022,9.20
8 RODYK,1 Dec 2022,5.07
STARLIGHT SUITES,1 Dec 2022,5.45
PARC SOPHIA,1 Dec 2022,6.27
SOPHIA HILLS,1 Dec 2022,6.00
UE SQUARE,1 Dec 2022,8.55
CAIRNHILL CREST,1 Dec 2022,5.43
SOPHIA FLATS,1 Dec 2022,6.36
VIVACE,1 Dec 2022,9.71
THE RISE @ OXLEY - RESIDENCES,1 Dec 2022,7.11
ONE DEVONSHIRE,1 Dec 2022,6.00
SCOTTS SQUARE,1 Dec 2022,4.64
8 SAINT THOMAS,1 Dec 2022,8.47
ESPADA,1 Dec 2022,8.57
STARLIGHT SUITES,1 Dec 2022,8.18
RIVERGATE,1 Dec 2022,7.42
PARC SOPHIA,1 Dec 2022,6.15
